ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
44B028,OO-LAH,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,0,Luxaviation Belgium,AAB,60,
44B02A,OO-LAJ,A332,Airbus,A330-243(P2F),Airbus A330-243(P2F),0,Air Belgium,ABB,0717,2006
44B2B8,OO-LUX,C25C,Cessna,525C CitationJet Cj4,Cessna 525C CitationJet Cj4,1,Private,,525C0417,
44B301,OO-LXA,C25C,Cessna,525C Citation CJ4,Cessna 525C Citation CJ4,0,Luxaviation Belgium,AAB,525C-0396,2022
44B423,OO-MAC,P46T,Piper,PA-46-500TP,Piper PA-46-500TP,1,Private,,4697305,2007
44B477,OO-MCW,F2TH,Dassault,Falcon 2000,Dassault Falcon 2000,1,Private,,716,
44B4A4,OO-MED,LJ45,Learjet,45,Learjet 45,1,Private,,45-311,
44B60C,OO-MPL,DR40,Robin,DR400-140B,Robin DR400-140B,1,Private,,2775,
44B674,O-OMST,C510,Cessna,510 Citation Mustang,Cessna 510 Citation Mustang,0,Air Service Liege,,510-0089,
44B865,OO-NCE,SLG2,Sonaca,S-201,Sonaca S-201,1,Private,,054,
44B866,OO-NCF,SLG2,Sonaca,S-200,Sonaca S-200,1,Private,,55,2022
44BC6D,OO-OCM,C510,Cessna,510 Citation Mustang,Cessna 510 Citation Mustang,1,Private,,510-0206,2009
44BF33,OO-OYS,C510,Cessna,510 Citation Mustang,Cessna 510 Citation Mustang,1,Private,,510-0086,2008
