ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
44C061,OO-PCA,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2082,2021
44C062,OO-PCB,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,European Aircraft Private Club,,2215,2022
44C063,OO-PCC,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,European Aircraft Private Club,,2273,2023
44C9EB,OO-ROK,C25C,Cessna,525C Citation CJ4,Cessna 525C Citation CJ4,0,Luxaviation Belgium,AAB,525C-0388,2022
44CC41,OO-SBA,A20N,Airbus,A320-251N,Airbus A320-251N,0,Brussels Airlines,BEL,11600,2023
44CC42,OO-SBB,A20N,Airbus,A320-251N,Airbus A320-251N,0,Brussels Airlines,BEL,11790,2023
44CC43,OO-SBC,A20N,Airbus,A320-251N,Airbus A320-251N,0,Brussels Airlines,BEL,11842,2024
44CC44,OO-SBD,A20N,Airbus,A320-251N,Airbus A320-251N,0,Brussels Airlines,BEL,12054,2024
44CC45,OO-SBE,A20N,Airbus,A320-251N,Airbus A320-251N,0,Brussels Airlines,BEL,12069,2024
44CCA1,OO-SEA,A332,Airbus,A330-243F,Airbus A330-243F,0,Air Belgium,ABB,1594,2015
44CCD1,OO-SFQ,A333,Airbus,A330-343,Airbus A330-343,0,Brussels Airlines,BEL,0913,2008
44CD75,OO-SKU,DR40,Robin,DR 401-155 CDI,Robin DR 401-155 CDI,0,Skywings Flight Training,,2675,2022
44CDCF,OO-SNO,A320,Airbus,A320-214,Airbus A320-214,0,Brussels Airlines,BEL,3831,2009
44CDD0,OO-SNP,A320,Airbus,A320-214,Airbus A320-214,0,Brussels Airlines,BEL,05635,2013
44CDD1,OO-SNQ,A320,Airbus,A320-214,Airbus A320-214,0,Brussels Airlines,BEL,5658,2013
44CE79,OO-SSY,A319,Airbus,A319-112,Airbus A319-112,0,Brussels Airlines,BEL,2494,2005
