ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
44819B,,-GND,,Ground Vehicle,Ground Vehicle,0,Brussels Airport,,,
4481AF,,-GND,,Ground Vehicle,Ground Vehicle,1,Private,,,
4481E0,,-GND,,Ground Vehicle,Ground Vehicle,0,Brussels Airport,,,
448446,OO-ABF,A339,Airbus,A330-941,Airbus A330-941,0,Air Belgium,ABB,1844,2019
448447,OO-ABG,A339,Airbus,A330-941,Airbus A330-941,0,Air Belgium,ABB,1861,2021
44844B,OO-ABK,AS50,Airbus Helicopters,H125M,Airbus Helicopters H125M,1,Private,,9112,
448465,OO-ACE,B744,Boeing,747 412BCF,Boeing 747 412BCF,0,Challenge Airlines,CHG,24227,1991
4485BA,OO-AMZ,SV4,Stampe,SV-4,Stampe SV-4,1,Private,,1137,
448CED,OO-CGM,A332,Airbus,A330-243F,Airbus A330-243F,0,Air Belgium,ABB,1584,2014
448E05,OO-CPE,DR40,Robin,DR 400/140B Major,Robin DR 400/140B Major,1,Private,,2692,
