ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A4A15B,N398JT,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,9238,2023
A4A437,N399,GA5C,Gulfstream Aerospace,GVII-G500,Gulfstream Aerospace GVII-G500,1,Private,,72004,2016
A4A4BB,N399FF,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5399,2012
A4A501,N399JA,GL5T,Bombardier,Global 5000,Bombardier Global 5000,1,Private,,9334,2010
A4A52B,N399KT,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1476,
A4A809,N4BA,F900,Dassault,Falcon 900,Dassault Falcon 900,1,Private,,200,2003
A4A82A,N4CJ,C25C,Cessna,Citation CJ4,Cessna Citation CJ4,0,Textron Aviation Inc,,525C0714,2008
A4A86F,N4FC,F2TH,Dassault,Falcon 2000,Dassault Falcon 2000,1,Private,,185,2009
A4A8A2,N4HD,F2TH,Dassault,Falcon 2000,Dassault Falcon 2000,0,Kuera Solutions,,29,2004
A4A983,N4SD,SF50,Cirrus,G2+ Vision Jet,Cirrus G2+ Vision Jet,1,Private,,0702,2025
A4A98B,N4SM,F900,Dassault,Falcon 900LX,Dassault Falcon 900LX,0,Executive Jet Management,EJM,244,2010
A4A99C,N4TD,GLF4,Gulfstream,G450,Gulfstream G450,0,Executive Jet Management,EJM,4044,2006
A4AAA0,N40DN,B407,Bell,407,Bell 407,1,Private,,56374,2023
A4AAA9,N40DX,BE40,Beech,400A Beechjet,Beech 400A Beechjet,1,Private,,RK-26,1991
A4AC4C,N40WR,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70180,2023
A4ACB7,N400AX,BE40,Hawker Beechcraft,400XP,Hawker Beechcraft 400XP,1,Private,,RK-171,1997
A4ADC1,N400MN,DA62,Diamond,DA62,Diamond DA62,1,Private,,62.242,2023
A4ADD7,N400NK,C25C,Cessna,Citation CJ4,Cessna Citation CJ4,1,Private,,525C0404,
A4AE4F,N400TE,E55P,Embraer,EMB 505 Phenom 300,Embraer EMB 505 Phenom 300,1,Private,,,
