ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A4F0CE,N4172Q,BE9L,Beech,C90A King Air,Beech C90A King Air,1,Private,,LJ-1622,
A4F239,N418DX,A339,Airbus,A330-941,Airbus A330-941,0,Delta Air Lines,DAL,2010,2022
A4F5F0,N419DX,A339,Airbus,A330-941,Airbus A330-941,0,Delta Air Lines,DAL,2014,2022
A4FA06,N42HS,HDJT,Honda,HA-420 HondaJet,Honda HA-420 HondaJet,1,Private,,42000205,2020
A4FA16,N42JH,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5024,2003
A4FBA0,N420AA,SR20,Cirrus,SR20,Cirrus SR20,1,Private,,2712,2021
A4FC00,N420DX,A339,Airbus,A330-941,Airbus A330-941,0,Delta Air Lines,DAL,2021,2022
A4FC6E,N420JG,GLF5,Gulfstream,V,Gulfstream V,1,Private,,667,2002
A4FCA9,N420LR,HDJT,Honda,HA-420 HondaJet,Honda HA-420 HondaJet,1,Private,,42000240,2023
A4FFB7,N421DX,A339,Airbus,A330-941,Airbus A330-941,0,Delta Air Lines,DAL,2028,2023
