ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A4B095,N401CL,TBM9,Socata,TBM 940,Socata TBM 940,1,Private,,1452,2022
A4B0E7,N401FT,GLF4,Gulfstream Aerospace,G400,Gulfstream Aerospace G400,0,Executive Jet Shares,,1523,2004
A4B125,N401JE,GLF4,Gulfstream Aerospace,G450,Gulfstream Aerospace G450,0,Vista America,VJA,4286,2013
A4B49C,N402FR,A20N,Airbus,A320-271N,Airbus A320-271N,0,Frontier Airlines,FFT,12857,2025
A4B4DC,N402JE,GLF4,Gulfstream Aerospace,G450,Gulfstream G450,1,Private,,4266,2012
A4B650,N402ZB,SF50,Cirrus,Vision,Cirrus Vision,1,Private,,0574,2024
A4B7CA,N403AD,B772,Boeing,777-219(ER),Boeing 777-219(ER),0,Jet Midwest,,29403,2006
A4BA05,N403Z,P28A,Piper,Archer TX,Piper Archer TX,0,ATP Flight School,,2881648,2023
A4BB8D,N404AR,GLF4,Gulfstream,G450,Gulfstream G450,1,Private,,4223,2011
A4BBAE,N404BZ,BE20,Beech,King Air 260C,Beech King Air 260C,1,Private,,BZ-4,2022
A4BC7F,N404LH,B407,Bell,407,Bell 407,0,Lohman Helicopter,,53777,2007
A4BEDB,N4047S,C525,Cessna,525 Citation M2,Cessna 525 Citation M2,0,CVJ62B,,525-1121,2022
A4BEF6,N4048J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,10446,2021
A4BF5E,N405BS,C750,Cessna,750 Citation 10,Cessna 750 Citation 10,1,Private,,750-0041,1998
A4BF68,N405CB,GLF5,Gulfstream,G550,Gulfstream G550,0,Pegasus Elite Aviation,PEG,5156,2007
A4BFC1,N405FR,A20N,Airbus,A320-271N,Airbus A320-271N,0,Frontier Airlines,FFT,12896,2025
