ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A4C2AD,N4058J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,10619,2021
A4C492,N406SY,E75L,Embraer,ERJ 170-200 LR,Embraer ERJ 170-200 LR,0,SkyWest Airlines,SKW,17000900,2022
A4C514,N406YC,GA5C,Gulfstream,G500,Gulfstream G500,1,Private,,72011,2021
A4C592,N4062J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,10839,2022
A4C5D8,N4064J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,10861,2022
A4C702,N407DW,GLF4,Gulfstream,G450,Gulfstream G450,0,Jet Aviation Flight Services,JAS,4050,2006
A4C7C5,N407MR,B407,Bell,407,Bell 407,0,Petroleum Helicopters,PHM,53114,1997
A4C849,N407SY,E75L,Embraer,ERJ 170-200 LR,Embraer ERJ 170-200 LR,0,SkyWest Airlines,SKW,17000901,2022
A4C8D2,N407YK,B734,Boeing,737-436,Boeing 737-436,0,Northern Air Cargo,NAC,25844,1993
A4C96C,N4073J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,11129,2023
A4C98F,N4074J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,11354,2023
A4C9D5,N4076J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,11513,2023
A4C9F8,N4077J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,11604,2023
A4CADF,N408FJ,F2TH,Dassault,Falcon 2000EX,Dassault Falcon 2000EX,0,Dassault Falcon Jet Corporation,CVF,408,2023
A4CB46,N408KM,SR22,Cirrus,SR22,Cirrus SR22,1,Private,,8968,2022
A4CB64,N408LS,F2TH,Dassault,Falcon 2000LX,Dassault Falcon 2000LX,1,Private,,167,2008
A4CB6E,N408MB,C510,Cessna,510 Citation Mustang,Cessna 510 Citation Mustang,1,Private,,510-0467,2016
A4CC00,N408SY,E75L,Embraer,ERJ 170-200 LR,Embraer ERJ 170-200 LR,0,SkyWest Airlines,SKW,17000902,2022
A4CCBA,N4080J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,11861,2024
A4CD23,N4083J,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,JetBlue Airways,JBU,11903,2024
A4CE9D,N409FR,A20N,Airbus,A320-271N,Airbus A320-271N,0,Frontier Airlines,FFT,12900,2025
A4CFB4,N409SV,AT46,ATR,42-600,ATR 42-600,0,Silver Airways,SIL,1606,2021
A4CFB7,N409SY,E75L,Embraer,ERJ 170-200 LR,Embraer ERJ 170-200 LR,0,SkyWest Airlines,SKW,17000903,2022
