ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AD81D6,N97FN,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5498,2014
AD81DF,N97FX,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,0,Flexjet,LXJ,9252,2008
AD8280,N97NH,PC24,Pilatus,PC-24,Pilatus PC-24,1,Private,,236,2021
AD83C5,N970BG,GLF5,Gulfstream,V,Gulfstream V,0,Bizav Support LLC,,562,1998
AD84DB,N970NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11067,2022
AD8539,N970SD,F900,Dassault,Falcon 900,Dassault Falcon 900,1,Private,,192,2008
AD8766,N971AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,43339,2018
AD87A9,N971DB,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,8987,2022
AD8825,N971JA,F2TH,Dassault,Falcon 2000,Dassault Falcon 2000,0,Justice Air,,104,1999
AD8892,N971NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11222,2022
AD8B1D,N972AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,43389,2019
AD8BDE,N972JC,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9727,2015
AD8C49,N972NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11173,2022
AD8CAB,N972SH,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6593,2024
AD8ECD,N973AC,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5215,2008
AD8ED4,N973AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,43346,2019
AD8FC8,N973LD,TBM7,Daher,TBM 700,Daher TBM 700,1,Private,,1519,
AD8FEA,N973MN,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5478,2014
