ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
ADC1EC,N986FA,C172,Cessna,172 Skyhawk,Cessna 172 Skyhawk,1,Private,,17261401,1973
ADC204,N986G,P28A,Piper,Archer TX,Piper Archer TX,0,ATP Flight School,CXK,2881492,2021
ADC205,N986GA,G280,Gulfstream,G280,Gulfstream G280,1,Private,,2086,2015
ADC20B,N986GG,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9439,2011
ADC26A,N986LB,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,1,Private,,43566,2019
ADC2A4,N986NK,A20N,Airbus,A320neo,Airbus A320neo,0,Spirit Airlines,NKS,11643,2023
ADC573,N987DC,P28U,Piper,PA-28RT-201T,Piper PA-28RT-201T,1,Private,,28R-8031103,1980
ADC62D,N987LP,G280,Gulfstream Aerospace,G280,Gulfstream Aerospace G280,1,Private,,2218,2020
ADC65B,N987NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11691,2023
ADC8EA,N988AP,TBM9,Daher,TBM-960,Daher TBM-960,1,Private,,1502,
ADC959,N988F,GLF6,Gulfstream,G650,Gulfstream G650,1,Private,,6302,2017
ADC972,N988G,P28A,Piper,Archer TX,Piper Archer TX,0,ATP Flight School,CXK,2881493,2021
ADCA12,N988NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11733,2024
ADCCA7,N989AV,PA46,Piper,PA-46-350P M350,Piper PA-46-350P M350,1,Private,,4636790,2021
ADCD30,N989GG,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70130,2022
ADCD39,N989GR,F2TH,Dassault,Falcon 2000LX,Dassault Falcon 2000LX,1,Private,,313,2015
ADCD80,N989KM,GLF4,Gulfstream,G450,Gulfstream G450,1,Private,,4183,2009
ADCD9D,N989LR,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5257,2009
ADCDC9,N989NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11840,2024
