ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AD727A,N966AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,67504,2023
AD7284,N966AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,11213,2022
AD73A6,N966NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11188,2022
AD73FC,N966RW,GA6C,Gulfstream,G600,Gulfstream G600,1,Private,,73167,2024
AD7631,N967AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,67419,2023
AD763B,N967AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,11219,2023
AD7657,N967BY,E550,Embraer,Praetor 600,Embraer Praetor 600,0,Berry Global Inc,,55020149,2021
AD775D,N967NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11128,2022
AD77DF,N967TQ,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,1,Private,,267,2015
AD79E8,N968AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,67420,2023
AD7B14,N968NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11151,2022
AD7D9F,N969AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,67421,2023
AD7ECB,N969NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11152,2022
AD7EEF,N969PW,CL60,Bombardier,Challenger 604,Bombardier Challenger 604,1,Private,,5604,2005
