ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
ADF1D2,N998R,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,1,Private,,9294,2008
ADF1E7,N998RW,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,1,Private,,196,2021
ADF43A,N999BQ,C525,Cessna,525 Citation CJ1,Cessna 525 Citation CJ1,1,Private,,525-0526,2004
ADF496,N999FG,F900,Dassault,Falcon 900,Dassault Falcon 900,1,Private,,046,1999
ADFD73,91-0512,SW4,Swearingen,C-26B Metro 23,Swearingen C-26B Metro 23,0,Priority Air Transport,PAT,DC-802M,
ADFEB3,73-1676,B742,Boeing,E-4B,Boeing E-4B,0,United States Air Force,AIO,20682,1973
ADFEB5,74-0787,B742,Boeing,E-4B,Boeing E-4B,0,United States Air Force,AIO,20684,1974
