ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AD10E9,N941AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44101,2022
AD1142,N941DZ,B739,Boeing,737-9GP(ER),Boeing 737-9GP(ER),0,Delta Air Lines,DAL,38683,2012
AD11FA,N941MH,F2TH,Dassault,Falcon 2000LX,Dassault Falcon 2000LX,1,Private,,390,2022
AD1215,N941NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10449,2021
AD1256,N941R,C700,Cessna,700 Citation Longitude,Cessna 700 Citation Longitude,1,Private,,700-0085,2022
AD12EC,N941X,HA4T,Hawker Beechcraft,4000,Hawker Beechcraft 4000,1,Private,,RC-49,2008
AD14A0,N942AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44102,2022
AD14AA,N942AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,11283,2023
AD14EB,N942DK,E35L,Embraer,Legacy 650,Embraer Legacy 650,0,Executive Jet Management,EJM,14501151,2012
AD14F9,N942DZ,B739,Boeing,737-9GP(ER),Boeing 737-9GP(ER),0,Delta Air Lines,DAL,38684,2012
AD15CC,N942NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10328,2021
AD1605,N942QS,C68A,Cessna,680A Citation Latitude,Cessna 680A Citation Latitude,0,NetJets,EJA,680A0375,2023
AD1857,N943AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44084,2022
AD1861,N943AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,11459,2023
AD1880,N943CA,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1401,2021
AD18B0,N943DZ,B739,Boeing,737-9GP(ER),Boeing 737-9GP(ER),0,Delta Air Lines,DAL,38687,2013
AD18C6,N943EW,GA6C,Gulfstream Aerospace,G600,Gulfstream Aerospace G600,1,Private,,73106,
AD1970,N943MR,F900,Dassault,Falcon 900LX,Dassault Falcon 900LX,1,Private,,295,2015
AD1983,N943NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10563,2021
AD19BC,N943QS,C68A,Cessna,680A Citation Latitude,Cessna 680A Citation Latitude,0,NetJets,EJA,680A0376,2024
AD19F8,N943TB,B429,Bell,429 GlobalRanger,Bell 429 GlobalRanger,0,Bell Helicopter Textron,TXB,57462,2022
AD1C18,N944AV,A320,Airbus,A320-214,Airbus A320-214,0,Avianca,AVA,4730,2011
AD1C67,N944DZ,B739,Boeing,737-9GPER(WL),Boeing 737-9GPER(WL),0,Delta Air Lines,DAL,38729,2013
AD1D3A,N944NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,10545,2021
AD1FCF,N945AV,A320,Airbus,A320-214,Airbus A320-214,0,Avianca,AVA,4733,2011
