ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AD9000,N973NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11192,2023
AD93B7,N974NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11270,2023
AD9642,N975AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,64960,2019
AD976E,N975NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11295,2023
AD99F9,N976AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,64967,2019
AD9AC8,N976JS,C750,Cessna,750 Citation X,Cessna 750 Citation X,0,flyExclusive,JRE,750-0243,2005
AD9B25,N976NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11276,2023
AD9DB0,N977AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,43391,2019
AD9DD9,N977CA,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1423,
AD9EDC,N977NK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Spirit Airlines,NKS,11355,2023
