Code,Name,ICAO,IATA,Location,CountryISO2,Latitude,Longitude,AltitudeFeet
LY88,Ponikve Airport,LY88,UZC,Užice,RS,43.898899,19.697701,2966
LY89,Bor Airport,LY89,,Bor,RS,44.018200,22.137100,1266
LYBE,Belgrade Nikola Tesla Airport,LYBE,BEG,Belgrad,RS,44.818401,20.309099,335
LYBJ,Airport Lisicji Jarak,LYBJ,,Belgrade,RS,44.936958,20.442556,214
LYBR,Berane Airport,LYBR,IVG,Berane,ME,42.839001,19.862000,2287
LYBS,Camp Bondsteel Army Heliport,LYBS,,Camp Bondsteel,KS,42.365711,21.248230,1900
LYBT,Batajnica Air Base,LYBT,BJY,Batajnica,RS,44.935299,20.257500,265
LYDK,Đakovica Airfield,LYDK,,Gjakovë,KS,42.435200,20.427401,1370
LYKI,Kikinda Airport,LYKI,,Kikinda,RS,45.768122,20.417261,266
LYKV,Ladevci Airport,LYKV,KVO,Kraljevo,RS,43.818298,20.587200,686
LYNI,Nis Airport,LYNI,INI,Nis,RS,43.337299,21.853701,648
LYNK,Nikšić Airport,LYNK,,Nikšić,ME,42.773701,18.914801,2008
LYNS,Cenej Airport,LYNS,QND,Novi Sad,RS,45.385799,19.839199,266
LYPG,Podgorica Airport,LYPG,TGD,Podgorica,ME,42.359402,19.251900,141
LYPO,Ćemovsko Polje Airport,LYPO,,Podgorica,ME,42.422318,19.290777,197
LYPT,Batlava-Donja Penduha Airfield,LYPT,,Batlava,KS,42.845501,21.219999,1978
LYSM,Veliki Radinci Airfield,LYSM,,Sremska Mitrovica,RS,45.037453,19.660661,320
LYSO,Sombor Airport,LYSO,,Sombor,RS,45.722333,19.057843,275
LYSU,Subotica Airport,LYSU,,Subotica,RS,46.022837,19.706454,340
LYTV,Tivat Airport,LYTV,TIV,Tivat,ME,42.404701,18.723301,20
LYVA,Divci Airport,LYVA,QWV,Valjevo,RS,44.297817,20.021911,469
LYZR,Zrenjanin Airport,LYZR,ZRE,Zrenjanin,RS,45.339756,20.454078,246
