ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
506C40,S5-APB,E145,Embraer,ERJ-145EP,Embraer ERJ-145EP,0,AlpAvia,APP,145118,1999
506C42,S5-ASM,E145,Embraer,ERJ-145EP,Embraer ERJ-145EP,0,AlpAvia,APP,145012,1997
506CA3,S5-BBC,C56X,Cessna,560XL Citation XLS+,Cessna 560XL Citation XLS+,1,Private,,560-6173,
506CA4,S5-SCE,FA50,Dassault,Falcon 50EX,Dassault Falcon 50EX,1,Private,,306,2001
506CA5,S5-BBV,C56X,Cessna,560XL Citation XLS+,Cessna 560XL Citation XLS+,1,Private,,560-6335,
506CA7,S5-BAX,C550,Cessna,550 Citation S/II,Cessna 550 Citation S/II,1,Private,,S550-0028,
506CAA,S5-BAP,C55B,Cessna,550 Citation Bravo,Cessna 550 Citation Bravo,1,Private,,550-0955,2001
506CAB,S5-BBM,C56X,Cessna,560XL Citation XLS+,Cessna 560XL Citation XLS+,1,Private,,560-6333,2022
506CDF,S5-CMG,C525,Cessna,525 CitationJet,Cessna 525 CitationJet,0,Fox Aviation,FIX,525-0351,
506CE0,S5-CEU,C25A,Cessna,525A Citation CJ2+,Cessna 525A Citation CJ2+,0,United Eagle,,525A0387,2024
506CE2,S5-CCD,C525,Cessna,CitationJet,Cessna CitationJet,0,Aviator.S5,VIO,525-0143,1996
506D8C,S5-CEE,BE9L,Beech,C90 King Air,Beech C90 King Air,1,Private,,LJ-723,
506D8E,S5-CES,C25B,Cessna,525B Citation CJ3+,Cessna 525B Citation CJ3+,1,Private,,525B-0633,
506D8F,S5-CET,C56X,Cessna,560XL Citation XLS+,Cessna 560XL Citation XLS+,1,Private,,560-6270,
506E32,S5-DIT,DA42,Diamond,DA42 Twin Star,Diamond DA42 Twin Star,0,Flugsportzentrum Tirol,,42.270,2007
506E45,S5-MTU,PIPA,Pipistrel,Panthera,Pipistrel Panthera,1,Private,,PX1520008,
506F21,L4-01,L410,Let,L-410 UVP-E,Let L-410 UVP-E,0,Slovenian Armed Forces,SIV,912606,
506F66,L2-01,C27J,Alenia,C-27J Spartan,Alenia C-27J Spartan,0,Slovenia - Air Force,,4204,
506F97,S5-DUB,DA50,Diamond,DA-50,Diamond DA-50,1,Private,,50021,2022
