ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
505C7E,OM-LAS,C404,Cessna,404 Titan,Cessna 404 Titan,1,Private,,404-0414,
505CA4,OM-EDA,B738,Boeing,737-8AS(BCF),Boeing 737-8AS(BCF),0,AirExplore,AXE,33719,2003
505CA6,OM-EDB,B738,Boeing,737-8AS(BCF),Boeing 737-8AS(BCF),0,AirExplore,AXE,33805,2004
505CA9,OM-EDC,B738,Boeing,737-86J(SF),Boeing 737-86J(SF),0,AirExplore,AXE,32919,2003
505CAD,OM-EDD,B738,Boeing,737-883(SF),Boeing 737-883(SF),0,AirExplore,AXE,28328,2003
505CAF,OM-EDG,B738,Boeing,737-8F2(BCF),Boeing 737-8F2(BCF),0,AirExplore,AXE,29782,2000
505CB1,OM-NEX,B738,Boeing,737-8KN,Boeing 737-8KN,0,AirExplore,AXE,29636,2010
505CBB,OM-S575,NG5,BRM Aero,Bristell RG,BRM Aero Bristell RG,1,Private,,577,
505CD8,OM-FEX,B738,Boeing,737-8Q8,Boeing 737-8Q8,0,AirExplore,AXE,28213,1998
505CEA,OM-GTJ,B738,Boeing,737-8K5,Boeing 737-8K5,0,Go2Sky,RLX,30413,2000
505CEB,OM-GTK,B738,Boeing,737-8K5,Boeing 737-8K5,0,Go2Sky,RLX,36809,2008
505CF5,OM-EDI,B738,Boeing,737-8AS(SF),Boeing 737-8AS(SF),0,AirExplore,AXE,33813,2004
505CF6,OM-EDH,B738,Boeing,737-883(SF),Boeing 737-883(SF),0,AirExplore,AXE,32277,2004
505CFF,OM-XWV,AS50,Eurocopter,AS350 B3e Ecureuil,Eurocopter AS350 B3e Ecureuil,0,Sennair,,9181,
505D00,OM-OYS,C510,Cessna,510 Citation Mustang,Cessna 510 Citation Mustang,1,Private,,510-0086,2008
505D34,OM-GTI,B738,Boeing,737-8K5,Boeing 737-8K5,0,Go2Sky,RLX,34684,2006
505D5B,OM-S500,VL3,JMB Aircraft,VL-3 Evolution,JMB Aircraft VL-3 Evolution,1,Private,,470,
505D66,OM-AMG,C525,Cessna,525 Citation CJ1+,Cessna 525 Citation CJ1+,1,Private,,525-0693,2009
505D67,OM-NGX,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,Elite Jet,,2305,2023
505D78,OM-KEX,B738,Boeing,737-8BK,Boeing 737-8BK,0,AirExplore,AXE,33018,2004
505D7F,OM-TZA,TBM9,Socata,TBM-900,Socata TBM-900,1,Private,,1110,
505D85,OM-GLE,PRM1,Hawker Beechcraft Corp,390 Premier IA,Hawker Beechcraft Corp 390 Premier IA,0,Tatra JET,,RB-195,2007
505D96,OM-LOV,DV20,Diamond,DA20-A1 Katana,Diamond DA20-A1 Katana,0,JetAge,,10113,
505DC2,OM-NDB,C56X,Cessna,560XL Citation XLS+,Cessna 560XL Citation XLS+,1,Private,,560-6148,
505DCD,OM-NTN,GL5T,Bombardier,BD-700-1A11 Global 5000,Bombardier BD-700-1A11 Global 5000,1,Private,,9359,
505DEA,OM-BOY,SD4,Tomark,Aero Viper SD-4 RTC,Tomark Aero Viper SD-4 RTC,1,Private,,221105,2022
505DFF,OM-OEX,B738,Boeing,737-82R,Boeing 737-82R,0,AirExplore,AXE,38173,2009
505E38,OM-M889,ECHO,Tecnam,P-92 Echo,Tecnam P-92 Echo,1,Private,,224,
505E3B,OM-EDE,B738,Boeing,737-8F2(BCF),Boeing 737-8F2(BCF),0,AirExplore,AXE,29788,2001
505E97,OM-ATW,EC35,Airbus Helicopters,H135,Airbus Helicopters H135,0,Air Transport Europe,,345,
505EA9,OM-S107,SHRK,Shark Aero,Shark,Shark Aero Shark,0,Salam Air,,004367,
505EB4,OM-EDF,B738,Boeing,737-8F2 BCF,Boeing 737-8F2 BCF,0,AirExplore,AXE,29786,2000
505F15,OM-MEX,B738,Boeing,737-8GJ,Boeing 737-8GJ,0,AirExplore,AXE,34905,2007
