ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
43E9C3,M-CRAO,B350,Beech,B300 King Air 350,Beech B300 King Air 350,1,Private,,FL-515,2007
43EA45,M-DMBP,LJ40,Bombardier,Learjet 40 XR,Bombardier Learjet 40 XR,0,Van Air Europe,,45-2133,2012
43EAA3,M-GAGA,GLF6,Gulfstream Aerospace,G650,Gulfstream Aerospace G650,0,Brilliant Jet,TXJ,6173,2015
43ED05,2-NGUS,DA42,Diamond Aircraft,DA42 NG Twin Star,Diamond Aircraft DA42 NG Twin Star,0,Naljets,APX,42.N116,2013
43ED83,2-JETS,E135,Embraer,ERJ-135,Embraer ERJ-135,0,Aero Guernsey,AEO,145715,2003
43EDD1,2-DAVE,EA50,Eclipse,EA500,Eclipse EA500,1,Private,,000210,2008
43EDDA,2-LISS,EA50,Eclipse,500,Eclipse 500,0,Channel Jets,,000092,
43EDEA,2-NICE,CL60,Canadair,CL-600-2B16 Challenger 601-3A,Canadair CL-600-2B16 Challenger 601-3A,0,Volare Aviation (Guernsey),VLZ,5067,
43EDF0,2-NAOM,EA50,Eclipse,500,Eclipse 500,0,Channel Jets,,000230,
43EE07,2-SHOT,H25B,Hawker,750,Hawker 750,0,Volare Aviation (Guernsey),VLZ,HB-5,
43EE10,2-MINI,EA50,Eclipse,500,Eclipse 500,0,Channel Islands Jet Services,,000198,
43EE1B,2-RBTS,F2TH,Dassault,Falcon 2000LX,Dassault Falcon 2000LX,0,Ortac,,148,
43EE23,2-MUJJ,EA50,Eclipse,EA550,Eclipse EA550,1,Private,,550-0263,
43EE32,2-COOL,P180,Piaggio,P.180 Avanti,Piaggio P.180 Avanti,1,Private,,1149,
43EE36,2-WEBS,EA50,Eclipse,500,Eclipse 500,0,Channel Islands Jet Services,,000033,
43EE39,2-CAZZ,EA50,Eclipse,500,Eclipse 500,0,Channel Islands Jet Services,,000267,
43EE3B,2-NITE,CL60,Bombardier,Challenger 604,Bombardier Challenger 604,0,Volare Aviation (Guernsey),VLZ,5520,
43EE41,2-PAPA,CL60,Canadair,Challenger 601-3A,Canadair Challenger 601-3A,0,Volare Aviation (Guernsey),VLZ,5125,
43EE43,2-COOK,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,1,Private,,525-1077,2021
43EE47,2-SHEE,EA50,Eclipse,500,Eclipse 500,0,Channel Islands Jet Services,,000020,
43EE4F,2-GGGG,CL60,Bombardier,Challenger 605,Bombardier Challenger 605,0,Volare Aviation (Guernsey),VLZ,5748,2008
43EE55,2-WKTK,BE20,Beech,200T Super King Air,Beech 200T Super King Air,0,Diamond Executive Aviation,,BT-15,
43EE76,2-WOWS,SF50,Cirrus,SF50 Vision Jet,Cirrus SF50 Vision Jet,1,Private,,0262,
43EE89,2-SWIS,CL60,Canadair,C-143 Challenger 604,Canadair C-143 Challenger 604,0,Volare Aviation (Guernsey),VLZ,5463,
43EED2,2-WKTN,BE20,Beech,200 Super King Air,Beech 200 Super King Air,0,DEA Aviation,WKT,BB-1528,1996
43EED9,2-PHIL,PRM1,Beechcraft,Premier 1,Beechcraft Premier 1,1,Private,,RB-220,
