ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A67086,N514CJ,BE20,Beech,King Air 260,Beech King Air 260,1,Private,,BY-432,2022
A6709B,N514DE,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11126,2022
A670CA,N514FB,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,1,Private,,20913,2022
A670DE,N514FX,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,0,Flexjet,LXJ,20998,2024
A6712A,N514JY,CL60,Bombardier,Challenger 650,Bombardier Challenger 650,1,Private,,6110,2017
A671F2,N514SY,E75L,Embraer,ERJ-170-200 LR,Embraer ERJ-170-200 LR,0,SkyWest Airlines,SKW,17000895,2021
A67405,N515AC,P28A,Piper,Pilot 100I,Piper Pilot 100I,1,Private,,28020037,2021
A6740D,N515AL,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,8723,
A67438,N515CD,SF50,Cirrus,G2+ Vision Jet,Cirrus G2+ Vision Jet,1,Private,,0539,2024
A6743D,N515CJ,HA4T,Hawker,4000 Horizon,Hawker 4000 Horizon,1,Private,,RC-74,2012
A67452,N515DE,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11141,2022
A6750E,N515LT,CL60,Canadair,CL-600-2B16 Challenger 604,Canadair CL-600-2B16 Challenger 604,1,Private,,5467,
A6751B,N515MF,F900,Dassault,Falcon 900EX,Dassault Falcon 900EX,0,Solairus Aviation,TWY,191,2008
A675A9,N515SY,E75L,Embraer,ERJ 170-200 LR,Embraer ERJ 170-200 LR,0,SkyWest Airlines,SKW,17000896,2021
A677BF,N516AF,P28A,Piper,PA-28-181,Piper PA-28-181,1,Private,,28020045,2021
A67805,N516DA,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11004,2022
A67811,N516DN,A359,Airbus,A350-941,Airbus A350-941,0,Delta Air Lines,DAL,530,2021
A6784C,N516FX,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,1,Private,,21010,
A678CF,N516MC,GLF4,Gulfstream Aerospace,G400,Gulfstream Aerospace G400,0,Talon Air,TFF,1531,2004
A6790A,N516PM,C680,Cessna,680 Citation Sovereign+,Cessna 680 Citation Sovereign+,1,Private,,680-0529,2014
A67960,N516SY,E75L,Embraer,ERJ-170-200 LR,Embraer ERJ-170-200 LR,0,SkyWest Airlines,SKW,17000897,2021
A679C2,N516WW,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5516,2015
A67BC8,N517DN,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11078,2022
A67BD3,N517DZ,A359,Airbus,A350-941,Airbus A350-941,0,Delta Air Lines,DAL,0545,2022
A67D17,N517SY,E75L,Embraer,ERJ-170-200 LR,Embraer ERJ-170-200 LR,0,SkyWest Airlines,SKW,17000898,2021
A67D66,N517WB,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6554,2023
A67F2F,N518AH,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,1,Private,,8617,2018
A67F81,N518DQ,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11122,2022
A67F8A,N518DZ,A359,Airbus,A350-941,Airbus A350-941,0,Delta Air Lines,DAL,580,2022
