ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A6A2F2,N527AC,GA6C,Gulfstream Aerospace,G600,Gulfstream Aerospace G600,0,PEGASUS LEASING LLC,,73131,2023
A6A33F,N527DE,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11272,2023
A6A347,N527DN,A359,Airbus,A350-941,Airbus A350-941,0,Delta Air Lines,DAL,720,2025
A6A37E,N527FT,BE40,Hawker Beechcraft,400XP,Hawker 400XP,0,Jet Linx Aviation,JTL,RK-586,2008
A6A6C0,N528BA,A5,Icon,A5,Icon A5,1,Private,,00166,2022
A6A6F6,N528DE,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11248,2023
A6AA99,N529CK,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9805,2017
A6AABA,N529DT,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11277,2023
A6AB45,N529KG,F2TH,Dassault,Falcon 2000LXS,Dassault Falcon 2000LXS,1,Private,,292,2014
A6AC41,N529VJ,SF50,Cirrus,G2+ Vision Jet,Cirrus G2+ Vision Jet,1,Private,,0529,2024
A6AE8B,N53EU,C182,Cessna,182P Skylane,Cessna 182P Skylane,1,Private,,18262276,1973
A6AECD,N53HK,TBM9,Daher,TBM-960,Daher TBM-960,1,Private,,1508,
