ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A682EA,N519AM,C182,Cessna,Skylane,Cessna Skylane,1,Private,,18283225,2023
A68336,N519DN,A359,Airbus,A350-941,Airbus A350-941,0,Delta Air Lines,DAL,588,2022
A6833B,N519DT,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11198,2023
A68485,N519SY,E75L,Embraer,ERJ 170-200 LR,Embraer ERJ 170-200 LR,0,SkyWest Airlines,SKW,17000899,2021
A688D5,N52ZA,E550,Embraer,Praetor 600,Embraer Praetor 600,1,Private,,55020167,2022
A6893E,N520DE,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11176,2023
A6895E,N520EM,GL7T,Bombardier,BD-700-2A12 Global 7500,Bombardier BD-700-2A12 Global 7500,1,Private,,70104,2021
A689D1,N520KB,RV10,Van'S,RV-10,Van'S RV-10,1,Private,,42169,2022
A68A95,N520SY,E75L,Embraer,ERJ-170-200 LR,Embraer ERJ-170-200 LR,0,SkyWest Airlines,SKW,17000905,2022
A68D02,N521DT,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11082,2022
A68DD1,N521N,E55P,Embraer,EMB-505 Phenom 300,Embraer EMB-505 Phenom 300,1,Private,,50500700,2022
