ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A2A072,N269AF,PC24,Pilatus,PC-24,Pilatus PC-24,0,PlaneSense,CNS,269,2022
A2A0AA,N269CM,B763,Boeing,767-333(ER),Boeing 767-333(ER),0,Cargo Aircraft Management (CAM),,25586,1995
A2A0EE,N269FE,B763,Boeing,767-300F,Boeing 767-300F,0,Federal Express,FDX,66864,2021
A2A0F0,N269FG,C172,Cessna,172 Skyhawk,Cessna 172 Skyhawk,1,Private,,172S10885,2008
A2A41E,N26996,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,United Airlines,UAL,68624,2025
A2A484,N27DX,S76,Sikorsky,S-76,Sikorsky S-76,1,Private,,761069,2022
A2A48C,N27EE,B407,Bell,407,Bell 407,1,Private,,53368,
A2A4A9,N27FJ,GLF4,Gulfstream,G450,Gulfstream G450,0,Executive Jet Management,EJM,4142,2008
A2A4E1,N27HQ,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,0,Huck Aviation LLC,,120,
A2A533,N27LX,GLF5,Gulfstream,G550,Gulfstream G550,0,Zenflight,XEN,5511,2015
A2A54C,N27MX,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,9168,2023
A2A565,N27NX,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2117,2021
A2A56E,N27PF,SR22,Cirrus,SR22,Cirrus SR22,1,Private,,9982,2024
A2A5AC,N27RT,A139,Leonardo,AW-139,Leonardo AW-139,1,Private,,41582,2022
A2A682,N270AF,PC12,Pilatus,PC-12,Pilatus PC-12,1,Private,,2270,2023
A2A702,N270FJ,C208,Cessna,208B Grand Caravan EX,Cessna 208B Grand Caravan EX,1,Private,,208B5720,2023
A2A712,N270G,SR22,Cirrus,SR22,Cirrus SR22,1,Private,,10485,2025
A2A778,N270LB,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,0,Executive Jet Management,EJM,519,
A2AAB9,N271FJ,C208,Cessna,208B Grand Caravan EX,Cessna 208B Grand Caravan EX,1,Private,,208B5721,2023
A2AAD4,N271GL,GLEX,Bombardier,Global Express,Bombardier Global Express,1,Private,,9134,
A2AB8D,N271PW,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,9025,2022
A2ABC5,N271SB,C55B,Cessna,550B Citation Bravo,Cessna 550B Citation Bravo,1,Private,,550-0940,2000
A2ABF0,N271TV,GLF4,Gulfstream,G400,Gulfstream G400,1,Private,,1533,2004
A2AEB9,N272JG,CL30,Bombardier,Challenger 300,Bombardier Challenger 300,1,Private,,20172,2007
A2AF80,N272SF,HDJT,Honda,HA-420 HondaJet,Honda HA-420 HondaJet,1,Private,,42000093,2018
