ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A2E110,N285FE,B763,Boeing,767-300F,Boeing 767-300F,0,Federal Express,FDX,63140,2022
A2E13A,N285GX,A319,Airbus,A319-112,Airbus A319-112,0,Global X,GXA,01936,2003
A2E172,N285KC,M600,Piper,PA-46-600TP M600,Piper PA-46-600TP M600,1,Private,,4698285,2023
A2E2E8,N2850B,B350,Beech / Cessna,various models,Beech / Cessna various models,0,Textron Aviation,,,
A2E4AB,N286EB,PRM1,Hawker Beechcraft,390 Premier IA,Hawker Beechcraft 390 Premier IA,1,Private,,RB-286,2011
A2E4C7,N286FE,B763,Boeing,767-300F,Boeing 767-300F,0,Federal Express,FDX,63139,2022
A2E4CB,N286FJ,FA50,Dassault,Falcon 50EX,Dassault Falcon 50EX,1,Private,,286,2000
A2E87E,N287FE,B763,Boeing,767-300F,Boeing 767-300F,0,Federal Express,FDX,63138,2022
A2E8FE,N287LH,R44,Robinson,R44,Robinson R44,1,Private,,2787,
A2E928,N287N,C25B,Cessna,525B Citation CJ3,Cessna 525B Citation CJ3,0,Nicholas Air,,525B0610,2020
A2EBB9,N288AF,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2288,2023
A2EC31,N288FA,F900,Dassault,Falcon 900B,Dassault Falcon 900B,1,Private,,148,1994
A2EC35,N288FE,B763,Boeing,767-300F,Boeing 767-300F,0,Federal Express,FDX,63137,2022
A2EFEC,N289FE,B763,Boeing,767-300F,Boeing 767-300F,0,Federal Express,FDX,63136,2022
