ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A2605B,N252QS,CL60,Bombardier,Challenger 650,Bombardier Challenger 650,0,NetJets,EJA,6180,2022
A262F5,N253DG,PC24,Pilatus,PC-24,Pilatus PC-24,1,Private,,206,
A263F2,N253PK,C68A,Cessna,Citation Latitude,Cessna Citation Latitude,0,Med Stop,,680A0388,2024
A267C9,N254QS,CL60,Bombardier,Challenger 650,Bombardier Challenger 650,0,NetJets,EJA,6187,2023
A267ED,N254SC,SR22,Cirrus,SR22,Cirrus SR22,1,Private,,8958,2022
A26AF5,N255KC,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,9286,2023
A26BC5,N255TL,SR22,Cirrus,SR-22,Cirrus SR-22,1,Private,,9619,2023
A26DF5,N256BV,SR22,Cirrus,SR-22,Cirrus SR-22,1,Private,,9195,2023
A26E0F,N256CW,GLF5,Gulfstream,V,Gulfstream V,1,Private,,547,1998
A26F19,N256PM,AT72,ATR,72-201F,ATR 72-201F,1,Private,,256,1991
A26F37,N256QS,CL60,Bombardier,Challenger 650,Bombardier Challenger 650,0,NetJets,EJA,6190,
A26F86,N256TW,PC12,Pilatus,PC-12,Pilatus PC-12,1,Private,,1056,
