ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A20053,N228SK,GLEX,Bombardier,BD-700-1A10 Global 6000,Bombardier BD-700-1A10 Global 6000,0,Skechers USA,,,
A200FC,N228ZD,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6126,
A20131,N22807,C172,Cessna,172S Skyhawk SP,Cessna 172S Skyhawk SP,1,Private,,172S12914,2022
A201E3,N2286,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,9313,2023
A20282,N229AT,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,10030,2024
A20288,N229AZ,B763,Boeing,767-323,Boeing 767-323,0,Air Transport International,ATN,27059,1994
A202A1,N229BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55257,2023
A2035D,N229KM,GLF5,Gulfstream,V,Gulfstream V,0,Mike Post Productions,,504,1996
A20372,N229LH,C208,Cessna,208B Grand Caravan EX,Cessna 208B Grand Caravan EX,1,Private,,208B5623,2021
A2048E,N229XS,A321,Airbus,A321-231(PCF),Airbus A321-231(PCF),0,SmartLynx Malta,LYX,02290,2004
A204FB,N2291R,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,0,Ingersoll Rand,,5565,2017
A2061E,N22992,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,United Airlines,UAL,63634,2025
A20621,N22995,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,United Airlines,UAL,68623,2025
A206FC,N23JN,C25C,Cesna,525C Citation CJ4,Cesna 525C Citation CJ4,0,Alante Air Charter,SVL,525C-0135,2013
A2076D,N23PA,GA6C,Gulfstream,G600,Gulfstream G600,0,TVPX Aircraft Solutions,,73043,2020
A20847,N23XU,SR22,Cirrus,SR-22,Cirrus SR-22,1,Private,,8633,2022
A208B1,N230BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55260,2024
A20917,N230GA,G280,Gulfstream,G280,Gulfstream G280,1,Private,,2230,2021
A20DD1,N231SK,TBM9,Daher,TBM-900,Daher TBM-900,1,Private,,1550,2024
A20DE7,N231TG,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1477,
A20E31,N231WF,AC11,Rockwell Commander,114B,Rockwell Commander 114B,1,Private,,14676,2000
