ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AB0013,N808FA,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,1,Private,,040,2009
AB007D,N808KG,BE20,Beech,King Air 250C,Beech King Air 250C,1,Private,,BZ-8,2022
AB0096,N808LG,GA5C,Gulfstream,G500,Gulfstream G500,0,Solairus Aviation,TWY,72007,2019
AB00A3,N808LV,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6152,2015
AB00AB,N808MC,H25B,Hawker Beechcraft,800,Hawker 800,1,Private,,258614,2003
AB00C4,N808NC,CL35,Bombardier,BD-100-1A10,Bombardier BD-100-1A10,0,Catreus,VCG,20106,
AB00DE,N808PD,E545,Embraer,Legacy 500,Embraer Legacy 500,0,Summit Aviation,,55010035,2018
AB017B,N808VL,B738,Boeing,737-8EH,Boeing 737-8EH,0,Avelo Airlines,VXP,37597,2009
AB01B8,N808XX,GA7C,Gulfstream,G700,Gulfstream G700,0,Jet Aviation Flight Services,JAS,87065,2025
AB039A,N809DC,GLEX,Bombardier,Global 6500,Bombardier Global 6500,1,Private,,60086,2022
AB0462,N809MC,TBM8,SOCATA,TBM-850,SOCATA TBM-850,1,Private,,651,2013
AB0532,N809VL,B738,Boeing,737-8EH,Boeing 737-8EH,0,Avelo Airlines,VXP,37599,2010
AB07AD,N81GV,GLF4,Gulfstream Aerospace,G450,Gulfstream Aerospace G450,1,Private,,4053,2006
AB095C,N810A,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,9331,2023
AB0998,N810CK,GLEX,Bombardier,Global 6500,Bombardier Global 6500,1,Private,,60133,2024
AB0A35,N810JS,C56X,Cessna,560XL Citation XLS,Cessna 560XL Citation XLS,0,flyExclusive,JRE,560-5630,2006
AB0A88,N810N,E55P,Embraer,Phenom 300,Embraer Phenom 300,1,Private,,50500602,2021
AB0A94,N810NM,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,1,Private,,20674,2017
AB0E30,N811MK,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6453,2021
AB0EC0,N811TD,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5227,2009
