ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AB904E,N844SJ,E35L,Embraer,Legacy 600,Embraer Legacy 600,1,Private,,14500884,2005
AB905C,N844SY,B738,Boeing,737-8K5,Boeing 737-8K5,0,Sun Country Airlines,SCX,37240,2014
AB9383,N845MD,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,American Airlines,AAL,66010,2025
AB93DB,N845QS,C700,Cessna,700 Citation Longitude,Cessna 700 Citation Longitude,0,NetJets,EJA,700-0094,2022
AB9413,N845SZ,B738,Boeing,737-82R,Boeing 737-82R,0,Sun Country Airlines,SCX,40727,2011
AB9630,N846AN,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,American Airlines,AAL,66011,2024
AB9A0F,N847CC,CL60,Bombardier,Challenger 650,Bombardier Challenger 650,0,Executive Jet Management,EJM,6091,2017
AB9A5B,N847FD,B77L,Boeing,777-F,Boeing 777-F,0,Federal Express,FDX,66257,2021
AB9AF3,N847MF,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,American Airlines,AAL,66012,2025
AB9B49,N847QS,C700,Cessna,700 Citation Longitude,Cessna 700 Citation Longitude,0,NetJets,EJA,700-0096,2023
AB9B81,N847SY,B738,Boeing,737-8JP,Boeing 737-8JP,0,Sun Country Airlines,SCX,39028,2013
AB9D9E,N848AN,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,American Airlines,AAL,66013,2025
AB9E12,N848FD,B77L,Boeing,777-F,Boeing 777-F,0,Federal Express,FDX,66259,2021
AB9E5B,N848JB,SR22,Cirrus,SR22,Cirrus SR22,1,Private,,9939,2024
AB9F4F,N848TW,PC12,Pilatus,PC-12,Pilatus PC-12,0,Tradewind Aviation,,1557,
