ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AB800D,N840CB,E545,Embraer,Praetor 500,Embraer Praetor 500,1,Private,,55010102,2023
AB8148,N840QS,C700,Cessna,700 Citation Longitude,Cessna 700 Citation Longitude,0,NetJets,EJA,700-0087,2022
AB8180,N840SY,B738,Boeing,737-8JP,Boeing 737-8JP,0,Sun Country Airlines,SCX,42084,2017
AB8411,N841FD,B77L,Boeing,777-F,Boeing 777-F,0,Federal Express,FDX,66267,2025
AB8533,N841SU,C208,Cessna,Grand Caravan EX,Cessna Grand Caravan EX,0,United States - Army,,208B5841,2024
AB8537,N841SY,B738,Boeing,737-8JP,Boeing 737-8JP,0,Sun Country Airlines,SCX,40865,2010
AB8748,N842AA,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,American Airlines,AAL,66007,2024
AB88B6,N842QS,C700,Cessna,700 Citation Longitude,Cessna 700 Citation Longitude,0,NetJets,EJA,700-0089,2023
AB88EA,N842SU,C208,Cessna,Grand Caravan EX,Cessna Grand Caravan EX,0,United States - Army,,208B5842,2024
AB88EE,N842SY,B738,Boeing,737-8K5,Boeing 737-8K5,0,Sun Country Airlines,SCX,37244,2012
AB8B0B,N843AN,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,American Airlines,AAL,66008,2025
AB8CA5,N843SY,B738,Boeing,737-82R,Boeing 737-82R,0,Sun Country Airlines,SCX,40721,2011
AB8F96,N844K,GA6C,Gulfstream,G600,Gulfstream G600,0,Aircraft Flight Specialists,,73054,2021
AB8FCB,N844MC,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,American Airlines,AAL,66009,2025
