ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
484084,PJ-DVG,DHC6,De Havilland Canada,DHC-6-300 Twin Otter,De Havilland Canada DHC-6-300 Twin Otter,0,Divi Divi Air,DVR,347,1972
4840C6,P4-699,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6433,
48412A,P4-IFD,A319,Airbus,A319-133(CJ),Airbus A319-133(CJ),0,Deer Jet,DER,5261,2012
4841C5,PH-CKC,B744,Boeing,747-406F(ER),Boeing 747-406F(ER),0,Martinair,MPH,33696,2004
484221,,-GND,,Airport Ground Vehicle,Airport Ground Vehicle,0,,,,
484345,P4-BFW,GLEX,Bombardier,Global Express,Bombardier Global Express,0,Bestfly,,9099,2001
484347,P4-JIM,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6411,2019
484491,P4-ZGB,GLEX,Bombardier,BD-700 Global 6500,Bombardier BD-700 Global 6500,0,Sino Jet (Beijing) Company,JBE,60033,2020
48449D,P4-F8X,FA8X,Dassault,FA8X,Dassault FA8X,1,Private,,494,2023
4844A3,P4-AAI,A321,Airbus,A321-231,Airbus A321-231,0,Aruba Airlines,ARU,2919,2006
4844AA,P4-AUA,MD87,McDonnell Douglas,MD-87,McDonnell Douglas MD-87,1,Private,,53042,1992
4848E1,PH-CYP,PC12,Pilatus,PC-12-47E,Pilatus PC-12-47E,0,SMT Shipping,,1687,2017
484B91,PH-BGK,B737,Boeing,737-7K2,Boeing 737-7K2,0,KLM,KLM,38054,2010
484D11,PH-OYJ,B763,Boeing,767-304(ER),Boeing 767-304(ER),0,TUI fly Netherlands,TFL,29384,2000
