ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AE018A,84-0096,LJ35,Gates Learjet,C-21A,Gates Learjet C-21A,0,Air Mobility Command,RCH,35A-542,
AE01C9,64-14841,R135,Boeing,RC-135V Rivet Joint,Boeing RC-135V Rivet Joint,0,United States Air Force,AIO,18781,
AE01CC,62-4131,R135,Boeing,RC-135W,Boeing RC-135W,0,United States Air Force,AIO,18471,1962
AE01CE,62-4134,R135,Boeing,RC-135W,Boeing RC-135W,0,United States Air Force,AIO,18474,1962
AE0237,61-0315,K35R,Boeing,KC-135R,Boeing KC-135R,0,United States Air Force,AIO,18222,1962
AE0264,60-0355,K35R,Boeing,KC-135R,Boeing KC-135R,0,United States Air Force,AIO,18130,
AE0374,57-1508,K35R,Boeing,KC-135R,Boeing KC-135R,0,United States Air Force,AIO,17579,
AE037C,63-8026,K35R,Boeing,KC-135R Stratotanker,Boeing KC-135R Stratotanker,0,United States Air Force,AIO,18643,
AE0386,59-1468,K35R,Boeing,KC-135T,Boeing KC-135T,0,United States Air Force,AIO,17956,1960
AE0390,63-7999,K35R,Boeing,KC-135R,Boeing KC-135R,0,United States Air Force,AIO,18616,
AE0406,99-0402,GLF5,Gulfstream Aerospace,C-37A,Gulfstream Aerospace C-37A,0,Air Mobility Command,RCH,571,1999
AE0413,164386,E6,Boeing,E-6B Mercury,Boeing E-6B Mercury,0,United States Navy,CNV,23894,1989
AE0424,60-0333,K35R,Boeing,KC-135R Stratotanker,Boeing KC-135R Stratotanker,0,United States Air Force,AIO,18108,1961
AE0480,60-0324,K35R,Boeing,KC-135R,Boeing KC-135R,0,United States Air Force,AIO,18099,
AE04C1,58-0125,K35R,Boeing,KC-135T,Boeing KC-135T,0,United States Air Force,AIO,17870,
AE04C3,59-1470,K35R,Boeing,KC-135T,Boeing KC-135T,0,United States Air Force,AIO,17958,
AE04C8,59-1500,K35R,Boeing,KC-135R,Boeing KC-135R,0,Air Mobility Command,RCH,17988,
AE059E,61-0266,K35R,Boeing,KC-135R Stratotanker,Boeing KC-135R Stratotanker,0,United States Air Force,AIO,18173,
AE0659,59-1464,K35R,Boeing,KC-135T,Boeing KC-135T,0,United States Air Force,AIO,17952,
AE065E,60-0332,K35R,Boeing,KC-135R,Boeing KC-135R,0,United States Air Force,AIO,18107,1961
AE07C1,63-8017,K35R,Boeing,KC-135R,Boeing KC-135R,0,Air Mobility Command,RCH,18634,
AE0811,00-0175,C17,Boeing,C-17A Globemaster III,Boeing C-17A Globemaster III,0,United States Air Force,AIO,50083,
AE08E6,73-1217,BE20,Beech,C-12C Huron,Beech C-12C Huron,0,United States Air Force,AIO,BD-13,
AE0A3D,92-26459,H60,Sikorsky,UH-60L,Sikorsky UH-60L,0,United States Army,,701994,
AE0CBE,84-24011,H60,Sikorsky,UH-60A,Sikorsky UH-60A,0,United States Army,,70.0853,
