ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AE109A,02,GLF5,Gulfstream Aerospace,C-37B (G-V-SP G550),Gulfstream Aerospace C-37B (G-V-SP G550),0,United States Coast Guard Auxiliary,CGX,5416,2022
AE10C0,01-0197,C17,Boeing,C-17A Globemaster III,Boeing C-17A Globemaster III,0,United States Air Force,AIO,50105,2001
AE116B,84-00167,BE20,Beech,C-12U-3 Huron,Beech C-12U-3 Huron,0,United States Army,,BL-97,
AE117D,02-1111,C17,Boeing,C-17A Globemaster III,Boeing C-17A Globemaster III,0,United States Air Force,AIO,50119,
AE11DD,76-1606,E3TF,Boeing,E-3B Sentry,Boeing E-3B Sentry,0,United States Air Force,AIO,21436,1977
AE1242,04-4137,C17,Boeing,C-17A Globemaster III,Boeing C-17A Globemaster III,0,United States Air Force,AIO,50145,2004
AE1313,N469TN,FFLO,Airbus,Zephyr,Airbus Zephyr,0,Airbus Industrie,AIB,Z8-2,2018
AE138C,04-3144,C30J,Lockheed,C-130J-30 Hercules,Lockheed C-130J-30 Hercules,0,United States Air Force,AIO,5560,
AE145A,06-6156,C17,Boeing,C-17A Globemaster III,Boeing C-17A Globemaster III,0,Air Mobility Command,RCH,50164,2006
AE145D,06-6159,C17,Boeing,C-17A Globemaster III,Boeing C-17A Globemaster III,0,United States Air Force,AIO,50168,
AE148B,92-3290,B703,Boeing,E-8C Joint STARS,Boeing E-8C Joint STARS,0,United States Air Force,AIO,19295,1967
AE1491,95-0121,B703,Boeing,E-8C Joint STARS,Boeing E-8C Joint STARS,0,United States Air Force,AIO,20016,1968
AE1495,97-0200,B703,Boeing,E-8C Joint STARS,Boeing E-8C Joint STARS,0,United States Air Force,AIO,20317,1970
AE149A,02-9111,B703,Boeing,E-8C Joint STARS,Boeing E-8C Joint STARS,0,United States Air Force,AIO,19581,1967
AE178B,00-3000,F15,Boeing,F-15E Strike Eagle,Boeing F-15E Strike Eagle,0,United States Air Force,AIO,VARIOUS,
AE17B1,96-0201,F15,McDonnell Douglas,F-15E Eagle,McDonnell Douglas F-15E Eagle,0,United States Air Force,AIO,E211,
