ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AE503D,09-0540,B737,Boeing,C-40C,Boeing C-40C,0,Priority Air Transport,PAT,40706,2010
AE52D1,11-08090,H47,Boeing,CH-47F Chinook,Boeing CH-47F Chinook,0,US Army,,,
AE5421,11-2046,Q4,Northrop Grumman,RQ-4 Global Hawk,Northrop Grumman RQ-4 Global Hawk,0,United States Air Force,AIO,AF-39,2011
AE56C4,13-20604,H60,Sikorsky,UH-60M Black Hawk,Sikorsky UH-60M Black Hawk,0,United States Army,,13-20604,
AE5726,14-0072,V22,Bell-Boeing,CV-22B Osprey,Bell-Boeing CV-22B Osprey,0,Air Mobility Command,RCH,D1053,
AE574D,19-46007,B762,Boeing,KC-46A Pegasus,Boeing KC-46A Pegasus,0,Air Mobility Command,RCH,41855,2022
AE5750,19-46010,B762,Boeing,KC-46A Pegasus,Boeing KC-46A Pegasus,0,Air Mobility Command,RCH,41859,2023
AE5876,60-0013,B52,Boeing,B-52 Stratofortress,Boeing B-52 Stratofortress,0,United States Air Force,AIO,464378,
AE587B,60-0022,B52,Boeing,B-52H Stratofortress,Boeing B-52H Stratofortress,0,United States Air Force,AIO,464387,
AE587C,60-0023,B52,Boeing,B-52H Stratofortress,Boeing B-52H Stratofortress,0,United States Air Force,AIO,464388,1960
AE587F,60-0026,B52,Boeing,B-52H Stratofortress,Boeing B-52H Stratofortress,0,United States Air Force,AIO,464391,
AE5885,60-0037,B52,Boeing,B-52 Stratofortress,Boeing B-52 Stratofortress,0,Air Mobility Command,RCH,464402,1960
AE5891,60-0056,B52,Boeing,B-52H Stratofortress,Boeing B-52H Stratofortress,0,United States Air Force,AIO,464421,1960
AE589C,61-0005,B52,Boeing,B-52H Stratofortress,Boeing B-52H Stratofortress,0,Air Mobility Command,RCH,464432,1961
AE58A3,61-0014,B52,Boeing,B-52H Stratofortress,Boeing B-52H Stratofortress,0,United States Air Force,AIO,464441,1961
AE58A7,61-0018,B52,Boeing,B-52H Stratofortress,Boeing B-52H Stratofortress,0,Air Mobility Command,RCH,464445,1961
AE58AC,61-0029,B52,Boeing,B-52H Stratofortress,Boeing B-52H Stratofortress,0,Air Mobility Command,RCH,464456,1961
AE58B0,61-0036,B52,Boeing,B-52H Stratofortress,Boeing B-52H Stratofortress,0,Air Mobility Command,RCH,464463,1961
AE5992,11-08414,H47,Boeing,CH-47 Chinook,Boeing CH-47 Chinook,0,United States Army,,M.8414,
AE5999,13-08133,H47,Boeing,CH-47F Chinook,Boeing CH-47F Chinook,0,United States Army,,M8133,
AE599B,13-08134,H47,Boeing Vertol,CH-47 Chinook,Boeing Vertol CH-47 Chinook,0,US Army,,M-8134,
AE599F,13-08437,H47,Boeing,CH-47F Chinook,Boeing CH-47F Chinook,0,United States Air Force,AIO,M-8437,
AE59A8,13-08139,H47,Boeing Vertol,CH-47 Chinook,Boeing Vertol CH-47 Chinook,0,US Army,,M-8139,
AE59B0,14-08444,H47,Boeing,CH-47F Chinook,Boeing CH-47F Chinook,0,United States Army,,M.8444,
AE59BD,14-08156,H47,Boeing,CH-47F Chinook,Boeing CH-47F Chinook,0,US Army,,M8156,
AE59CB,14-08170,H47,Boeing,CH-47F Chinook,Boeing CH-47F Chinook,0,United States Army,,M.8170,
AE59DA,15-08175,H47,Boeing,CH-47F Chinook,Boeing CH-47F Chinook,0,United States Army,,M.8175,
AE59DB,15-08176,H47,Boeing,CH-47F Chinook,Boeing CH-47F Chinook,0,United States Air Force,AIO,M.8176,
AE59DD,15-08178,H47,Boeing,CH-47F Chinook,Boeing CH-47F Chinook,0,United States Army,,M.8178,
AE5B85,07-0808,PC12,Pilatus,U-28A,Pilatus U-28A,0,US Army,,808,
AE5BC9,91-0327,F15,McDonnell Douglas,F-15 Eagle,McDonnell Douglas F-15 Eagle,0,United States Air Force,AIO,1234/E192,
AE5CB1,02-26970,H60,Sikorsky,HH-60G Pave Hawk,Sikorsky HH-60G Pave Hawk,0,United States Air Force,AIO,02-26970,
AE5CDE,90-26232,H60,Sikorsky,HH-60G Pave Hawk,Sikorsky HH-60G Pave Hawk,0,US Army,,70-1559,
AE5CEB,92-26470,H60,Sikorsky,HH-60G Pave Hawk,Sikorsky HH-60G Pave Hawk,0,US Army,,,
AE5D3B,16-20818,H60,Sikorsky,UH-60M Black Hawk,Sikorsky UH-60M Black Hawk,0,United States Army,,,
AE5D3C,16-20819,H60,Sikorsky,UH-60M Blackhawk,Sikorsky UH-60M Blackhawk,0,United States Army,,,
AE5D3E,16-20821,H60,Sikorsky,UH-60M Black Hawk,Sikorsky UH-60M Black Hawk,0,United States Army,,,
AE5D61,16-20856,H60,Sikorsky,HH-60 Black Hawk,Sikorsky HH-60 Black Hawk,0,United States Army,,,
AE5D64,16-20859,H60,Sikorsky,HH-60M,Sikorsky HH-60M,0,United States Army,,,
AE5D65,16-20860,H60,Sikorsky,HH-60M,Sikorsky HH-60M,0,United States Army,,,
AE5D66,16-20861,H60,Sikorsky,HH-60M Black Hawk,Sikorsky HH-60M Black Hawk,0,United States Army,,704497,
AE5D6A,16-20865,H60,Sikorsky,HH-60M Black Hawk,Sikorsky HH-60M Black Hawk,0,United States Army,,,
AE5D6F,16-20870,H60,Sikorsky,HH-60M Black Hawk,Sikorsky HH-60M Black Hawk,0,United States Army,,,
AE5DFC,16-5840,C30J,Lockheed,C-130J-30 Hercules,Lockheed C-130J-30 Hercules,0,United States Air Force,AIO,5840,2017
AE5F0C,16-5856,C30J,Lockheed,C-130J-30 Hercules,Lockheed C-130J-30 Hercules,0,United States Air Force,AIO,5856,2018
AE5F9A,18-46047,B762,Boeing,KC-46A Pegasus,Boeing KC-46A Pegasus,0,United States Air Force,AIO,41867,2019
AE5FA4,21-46057,B762,Boeing,KC-46A Pegasus (767-2C),Boeing KC-46A Pegasus (767-2C),0,United States Air Force,AIO,41879,2021
AE5FA5,21-46058,B762,Boeing,KC-46A Pegasus,Boeing KC-46A Pegasus,0,United States Air Force,AIO,41884,2021
AE5FA6,11-46059,B762,Boeing,KC-46A Pegasus,Boeing KC-46A Pegasus,0,Air Mobility Command,RCH,41885,2021
AE5FA7,21-46060,B762,Boeing,KC-46A Pegasus (767-2C),Boeing KC-46A Pegasus (767-2C),0,Air Mobility Command,RCH,41883,2021
AE5FA8,21-46061,B762,Boeing,KC-46A Pegasus (767-2C),Boeing KC-46A Pegasus (767-2C),0,United States Air Force,AIO,41886,2021
AE5FA9,19-46062,B762,Boeing,KC-46A Pegasus (767-2C),Boeing KC-46A Pegasus (767-2C),0,United States Air Force,AIO,41888,2021
AE5FAA,19-46063,B762,Boeing,KC-46A Pegasus,Boeing KC-46A Pegasus,0,Air Mobility Command,RCH,41889,2021
AE5FAB,19-46064,B762,Boeing,KC-46A Pegasus (767-2C),Boeing KC-46A Pegasus (767-2C),0,United States Air Force,AIO,34080,2021
AE5FAD,15-46066,B762,Boeing,KC-46A Pegasus,Boeing KC-46A Pegasus,0,United States Air Force,AIO,34078,2021
AE5FAE,15-46067,B762,Boeing,KC-46A Pegasus,Boeing KC-46A Pegasus,0,Air Mobility Command,RCH,34079,2022
AE5FAF,15-46068,B762,Boeing,KC-46A Pegasus,Boeing KC-46A Pegasus,0,Air Mobility Command,RCH,34075,2022
