ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
45A9A8,OY-JMH,C25C,Cessna,Citation CJ4,Cessna Citation CJ4,1,Private,,525C-0197,2015
45AA46,OY-JRF,AT45,ATR,42-500,ATR 42-500,0,DAT,DTR,0807,2009
45AA4F,OY-JRO,AT45,ATR,42-500,ATR 42-500,0,DAT,DTR,0622,2003
45AA50,OY-JRP,A320,Airbus,A320-232,Airbus A320-232,0,DAT,DTR,04812,2011
45AA53,OY-JRS,A320,Airbus,A320-232,Airbus A320-232,0,DAT,DTR,04973,2011
45AA55,OY-JRU,C56X,Cessna,560XL Citation Excel,Cessna 560XL Citation Excel,0,Danish Air Transport,DTR,560-5236,2001
45AB21,OY-JYA,B738,Boeing,737-8KN,Boeing 737-8KN,0,Jettime,JTD,40253,2012
45AB22,OY-JYB,B738,Boeing,737-8KN,Boeing 737-8KN,0,Jettime,JTD,40254,2012
45AB23,OY-JYC,B738,Boeing,737-8K9,Boeing 737-8K9,0,Jettime,JTD,34399,2006
45AB24,OY-JYD,B738,Boeing,737-8SA,Boeing 737-8SA,0,Jettime,JTD,44221,2014
45AB26,OY-JYF,B738,Boeing,737-81M,Boeing 737-81M,0,Jettime,JTD,37161,2009
45AB4F,OY-JZO,B738,Boeing,737-8U3,Boeing 737-8U3,0,Jettime,JTD,38072,2013
45AB50,OY-JZP,B738,Boeing,737-8U3,Boeing 737-8U3,0,Jettime,JTD,38071,2011
45AB53,OY-JZS,B738,Boeing,737-8K5,Boeing 737-8K5,0,Jettime,JTD,35100,2007
45AB54,OY-JZT,B738,Boeing,737-8AL,Boeing 737-8AL,0,Jettime,JTD,39057,2013
