ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4584B2,OY-AER,AT76,Aerospatiale,ATR 72-600,Aerospatiale ATR 72-600,0,Binter Canarias,IBB,1329,2016
458663,OY-ASC,B734,Boeing,737-400,Boeing 737-400,0,Airseven,,24901,1990
458664,OY-ASD,B738,Boeing,737-8FZ,Boeing 737-8FZ,0,Copenhagen Air Taxi,CAT,29674,2009
458665,OY-ASE,B738,Boeing,737-8FH,Boeing 737-8FH,0,Copenhagen Air Taxi,CAT,35101,2007
458666,OY-ASF,B738,Boeing,737-8GJ,Boeing 737-8GJ,0,Copenhagen Air Taxi,CAT,34904,2007
458667,OY-ASG,B738,Boeing,737-8Q8,Boeing 737-8Q8,0,Copenhagen Air Taxi,CAT,35271,2008
458846,OY-BBF,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Blackbird Air,,,
45884C,OY-BBL,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Blackbird Air,BBB,,
45884F,OY-BBO,E550,Embraer,Praetor 600,Embraer Praetor 600,0,Blackbird Air,BBB,55020201,
458C4B,OY-CBK,PC12,Pilatus,PC-12/47E,Pilatus PC-12/47E,0,Flexflight,FXT,1761,2018
458D0C,OY-CHL,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,1,Private,,21014,2024
458ED7,OY-CVW,B350,Hawker Beechcraft Corp,King Air 350,Hawker Beechcraft Corp King Air 350,0,Skandinavisk Motor Co,,FL-569,
