ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
38C8DB,F-WZOA,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Aviation,DAB,04,
38C93C,F-JKXH,ULAC,,Ultralight aircraft,Ultralight aircraft,1,Private,,,
38C95B,F-WZOE,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,1,Private,,007,
38C97B,F-WZOF,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,1,Private,,7,2022
38C9DB,F-WZOI,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Falcon Jet Corporation,CVF,,
38CA1B,F-WZOJ,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Falcon Jet Corporation,CVF,,
38CA3B,F-WZOK,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Falcon Jet Corporation,CVF,,
38CA5B,F-WZOL,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Aviation,DAB,,
38CABB,F-WZOP,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Falcon Jet Corporation,CVF,,
38CADB,F-WZOO,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Falcon Jet Corporation,CVF,,
38CB9B,F-WZOT,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Aviation,DAB,,
38CBBC,F-JLAG,AP32,Aeroprakt,A32 Vixxen,Aeroprakt A32 Vixxen,1,Private,,305,
38CC3B,F-WZOX,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Falcon Jet Corporation,CVF,,
38CEDB,F-WIDE,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Dassault Falcon Jet Corporation,CVF,002,2021
