ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
G1,G1 Aviation,G-1,1,P,,L,L,1
G1,G1 Aviation,G-1 Gélinotte,1,P,,L,L,1
G1,G1 Aviation,G-1 Goéland,1,P,,L,L,1
G1,G1 Aviation,G-1 Grive,1,P,,L,L,1
G1,G1 Aviation,G-1 Spyl,1,P,,L,L,1
G1,G1 Aviation,Gélinotte,1,P,,L,L,1
G1,G1 Aviation,Goéland,1,P,,L,L,1
G1,G1 Aviation,Grive,1,P,,L,L,1
G1,G1 Aviation,Spyl,1,P,,L,L,1
G1,Guerin,G-1,1,P,,L,L,1
G103,Grob,G-103C Twin 3SL,1,P,,L,L,1
G103,Grob,Twin 3SL,1,P,,L,L,1
G109,Grob,G-109,1,P,,L,L,1
G109,Grob,G-109 Ranger,1,P,,L,L,1
G109,Grob,G-109 Vigilant,1,P,,L,L,1
G109,Grob,Ranger (G-109),1,P,,L,L,1
G109,Grob,Vigilant,1,P,,L,L,1
G115,Grob,Bavarian,1,P,,L,L,1
G115,Grob,G-115,1,P,,L,L,1
G115,Grob,G-115A,1,P,,L,L,1
G115,Grob,G-115B,1,P,,L,L,1
G115,Grob,G-115C,1,P,,L,L,1
G115,Grob,G-115D,1,P,,L,L,1
G115,Grob,G-115D Bavarian,1,P,,L,L,1
G115,Grob,G-115D Heron,1,P,,L,L,1
G115,Grob,G-115E,1,P,,L,L,1
G115,Grob,G-115E Tutor,1,P,,L,L,1
G115,Grob,Heron,1,P,,L,L,1
G115,Grob,Tutor,1,P,,L,L,1
G120,Grob,G-120,1,P,,L,L,1
G120,Grob,G-120 Snunit,1,P,,L,L,1
G120,Grob,Snunit,1,P,,L,L,1
G12T,Grob,G-120TP,1,T,,L,L,1
G140,Grob,G-140TP,1,T,,L,L,1
G150,Gulfstream Aerospace,Gulfstream G150,2,J,A,L,M,1
G150,IAI,Gulfstream G150,2,J,A,L,M,1
G159,Grumman,Academe,2,T,,L,M,1
G159,Grumman,G-159 Gulfstream 1,2,T,,L,M,1
G159,Grumman,Gulfstream 1,2,T,,L,M,1
G159,Grumman,TC-4 Academe,2,T,,L,M,1
G159,Grumman,VC-4 Gulfstream 1,2,T,,L,M,1
G15T,Grob,Acro,1,P,,L,L,1
G15T,Grob,G-115T Acro,1,P,,L,L,1
G160,Grob,G-160 Ranger,1,T,,L,L,1
G160,Grob,Ranger (G-160),1,T,,L,L,1
G164,Aero Mod,G-164 Super Ag Max,1,P,,L,L,1
G164,Aero Mod,Super Ag Max,1,P,,L,L,1
G164,Grumman,Ag-Cat,1,P,,L,L,1
G164,Grumman,G-164 Ag-Cat,1,P,,L,L,1
G164,Grumman,G-164 Super Ag-Cat,1,P,,L,L,1
G164,Grumman,Super Ag-Cat,1,P,,L,L,1
G164,Grumman American,Ag-Cat,1,P,,L,L,1
G164,Grumman American,G-164 Ag-Cat,1,P,,L,L,1
G164,Grumman American,G-164 Super Ag-Cat,1,P,,L,L,1
G164,Grumman American,Super Ag-Cat,1,P,,L,L,1
G164,Gulfstream American,Ag-Cat,1,P,,L,L,1
G164,Gulfstream American,G-164 Ag-Cat,1,P,,L,L,1
G164,Gulfstream American,G-164 Super Ag-Cat,1,P,,L,L,1
G164,Gulfstream American,Super Ag-Cat,1,P,,L,L,1
G164,Mid-Continent,G-164 King Cat,1,P,,L,L,1
G164,Mid-Continent,King Cat,1,P,,L,L,1
G164,Schweizer,Ag-Cat,1,P,,L,L,1
G164,Schweizer,G-164 Ag-Cat,1,P,,L,L,1
G164,Schweizer,G-164 Super Ag-Cat,1,P,,L,L,1
G164,Schweizer,Super Ag-Cat,1,P,,L,L,1
G164,Serv-Aero,Ag-Cat-Leo,1,P,,L,L,1
G164,Serv-Aero,G-164 Ag-Cat-Leo,1,P,,L,L,1
G180,General Aircraft,G1-80 Skyfarer,1,P,,L,L,1
G180,General Aircraft,Skyfarer,1,P,,L,L,1
G200,Akrotech,G-200,1,P,,L,L,1
G200,Giles,G-200,1,P,,L,L,1
G202,Akrotech,G-202,1,P,,L,L,1
G202,Giles,G-202,1,P,,L,L,1
G21,Grumman,G-21A Goose,2,P,,A,L,1
G21,Grumman,G-38 Goose,2,P,,A,L,1
G21,Grumman,G-39 Goose,2,P,,A,L,1
G21,Grumman,Goose,2,P,,A,L,1
G21,Grumman,JRF Goose,2,P,,A,L,1
G21M,McKinnon,G-21C Goose,4,P,,A,L,1
G21M,McKinnon,G-21D Goose,4,P,,A,L,1
G21M,McKinnon,Goose,4,P,,A,L,1
G21T,McKinnon,G-21E Turbo Goose,2,T,,A,L,1
G21T,McKinnon,G-21G Turbo Goose,2,T,,A,L,1
