ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
Z22,Moravan,Zlin Z-22 Junak,1,P,,L,L,1
Z22,Zlin,Junak,1,P,,L,L,1
Z22,Zlin,Z-22 Junak,1,P,,L,L,1
Z26,Moravan,Akrobat,1,P,,L,L,1
Z26,Moravan,Bohatyr,1,P,,L,L,1
Z26,Moravan,Condor,1,P,,L,L,1
Z26,Moravan,Skydevil,1,P,,L,L,1
Z26,Moravan,Trener,1,P,,L,L,1
Z26,Moravan,Trener 2,1,P,,L,L,1
Z26,Moravan,Trener 6,1,P,,L,L,1
Z26,Moravan,Trener Master,1,P,,L,L,1
Z26,Moravan,Universal,1,P,,L,L,1
Z26,Moravan,Zlin C-5 Trener,1,P,,L,L,1
Z26,Moravan,Zlin Z-126 Trener 2,1,P,,L,L,1
Z26,Moravan,Zlin Z-226 Akrobat,1,P,,L,L,1
Z26,Moravan,Zlin Z-226 Bohatyr,1,P,,L,L,1
Z26,Moravan,Zlin Z-226 Trener 6,1,P,,L,L,1
Z26,Moravan,Zlin Z-26 Trener,1,P,,L,L,1
Z26,Moravan,Zlin Z-326 Akrobat,1,P,,L,L,1
Z26,Moravan,Zlin Z-326 Trener Master,1,P,,L,L,1
Z26,Moravan,Zlin Z-526 Akrobat,1,P,,L,L,1
Z26,Moravan,Zlin Z-526 Condor,1,P,,L,L,1
Z26,Moravan,Zlin Z-526 Skydevil,1,P,,L,L,1
Z26,Moravan,Zlin Z-526 Trener Master,1,P,,L,L,1
Z26,Moravan,Zlin Z-626,1,P,,L,L,1
Z26,Moravan,Zlin Z-726 Universal,1,P,,L,L,1
Z26,Zlin,Akrobat,1,P,,L,L,1
Z26,Zlin,Bohatyr,1,P,,L,L,1
Z26,Zlin,C-5 Trener,1,P,,L,L,1
Z26,Zlin,Condor,1,P,,L,L,1
Z26,Zlin,Skydevil,1,P,,L,L,1
Z26,Zlin,Trener,1,P,,L,L,1
Z26,Zlin,Trener 2,1,P,,L,L,1
