ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
D1,Derringer,New Derringer,2,P,,L,L,1
D1,Wing,D-1 Derringer,2,P,,L,L,1
D1,Wing,Derringer,2,P,,L,L,1
D11,Aero-Difusion,Compostela,1,P,,L,L,1
D11,Aero-Difusion,D-112 Popuplane,1,P,,L,L,1
D11,Aero-Difusion,D-119 Popuplane,1,P,,L,L,1
D11,Aero-Difusion,D-1190S Compostela,1,P,,L,L,1
D11,Aero-Difusion,Popuplane,1,P,,L,L,1
D11,Aero-Jodel,D-11,1,P,,L,L,1
D11,Alpavia,D-117,1,P,,L,L,1
D11,Denize,D-112,1,P,,L,L,1
D11,Desjardins,D-01 Ibis,1,P,,L,L,1
D11,Desjardins,Ibis,1,P,,L,L,1
D11,EAC,D-127,1,P,,L,L,1
D11,EAC,D-128,1,P,,L,L,1
D11,Falconar,Cruiser,1,P,,L,L,1
D11,Falconar,F-11,1,P,,L,L,1
D11,Falconar,F-11 Sporty,1,P,,L,L,1
D11,Falconar,F-12 Cruiser,1,P,,L,L,1
D11,Falconar,Sporty,1,P,,L,L,1
D11,Jodel,D-11,1,P,,L,L,1
D11,Jodel,D-111,1,P,,L,L,1
D11,Jodel,D-112,1,P,,L,L,1
D11,Jodel,D-113,1,P,,L,L,1
D11,Jodel,D-114,1,P,,L,L,1
D11,Jodel,D-115,1,P,,L,L,1
D11,Jodel,D-116,1,P,,L,L,1
D11,Jodel,D-117,1,P,,L,L,1
D11,Jodel,D-118,1,P,,L,L,1
D11,Jodel,D-119,1,P,,L,L,1
D11,Jodel,D-120,1,P,,L,L,1
D11,Jodel,D-121,1,P,,L,L,1
D11,Jodel,D-122,1,P,,L,L,1
D11,Jodel,D-123,1,P,,L,L,1
D11,Jodel,D-124,1,P,,L,L,1
D11,Jodel,D-125,1,P,,L,L,1
D11,Jodel,D-126,1,P,,L,L,1
D11,Jodel,D-127,1,P,,L,L,1
D11,Jodel,D-128,1,P,,L,L,1
D11,Renard,D-112,1,P,,L,L,1
D11,SAN,D-112,1,P,,L,L,1
D11,SAN,D-117,1,P,,L,L,1
D11,Uetz,U-2V,1,P,,L,L,1
D11,Valladeau,D-112,1,P,,L,L,1
D11,Valladeau,D-119,1,P,,L,L,1
D11,Wassmer,D-112,1,P,,L,L,1
D11,Wassmer,D-120 Paris-Nice,1,P,,L,L,1
D11,Wassmer,Paris-Nice,1,P,,L,L,1
D139,Dorna,Blue Bird,1,P,,L,L,1
D139,Dorna,D-139 Blue Bird,1,P,,L,L,1
D139,Dorna,D-139 Free Bird,1,P,,L,L,1
D139,Dorna,D-139 Parandeh Abi,1,P,,L,L,1
D139,Dorna,D-139 Parandeh Sefid,1,P,,L,L,1
D139,Dorna,Free Bird,1,P,,L,L,1
D139,Dorna,Parandeh Abi,1,P,,L,L,1
D139,Dorna,Parandeh Sefid,1,P,,L,L,1
D139,Dorna,D-139-PT1 Blue Bird,1,P,,L,L,0
D139,Dorna,D-139-PT1 Parandeh Abi,1,P,,L,L,0
D140,Jodel,Abeille,1,P,,L,L,1
D140,Jodel,D-140 Abeille,1,P,,L,L,1
D140,Jodel,D-140 Mousquetaire,1,P,,L,L,1
D140,Jodel,Mousquetaire,1,P,,L,L,1
D140,Mudry,D-140 Mousquetaire,1,P,,L,L,1
D140,Mudry,Mousquetaire,1,P,,L,L,1
D140,SAN,Abeille,1,P,,L,L,1
D140,SAN,D-140 Abeille,1,P,,L,L,1
D140,SAN,D-140 Mousquetaire,1,P,,L,L,1
D140,SAN,Mousquetaire,1,P,,L,L,1
D150,Jodel,D-150 Mascaret,1,P,,L,L,1
D150,Jodel,Mascaret,1,P,,L,L,1
D150,SAN,D-150 Mascaret,1,P,,L,L,1
D150,SAN,Mascaret,1,P,,L,L,1
D18,Jodel,D-18,1,P,,L,L,1
D18,Jodel,D-19,1,P,,L,L,1
D18,Jodel,D-20,1,P,,L,L,1
D201,D'Apuzzo,D-201 Sportwing,1,P,,L,L,1
D201,D'Apuzzo,Sportwing,1,P,,L,L,1
D21,Fokker,D-21 Replica,1,P,,L,L,1
D228,Dornier,228,2,T,,L,L,1
D228,Fairchild Dornier,228,2,T,,L,L,1
D228,Hindustan,228,2,T,,L,L,1
D228,RUAG,Dornier 228,2,T,,L,L,1
D25,New Standard,D-25,1,P,,L,L,1
D250,Centre Est,Capitaine,1,P,,L,L,1
D250,Centre Est,DR-200,1,P,,L,L,1
D250,Centre Est,DR-250 Capitaine,1,P,,L,L,1
D253,Centre Est,DR-253 Regent,1,P,,L,L,1
D253,Centre Est,Regent,1,P,,L,L,1
D28D,Dornier,128-2 Skyservant,2,P,,L,L,1
D28D,Dornier,Do-28D Skyservant,2,P,,L,L,1
D28D,Dornier,Do-28D-1 Skyservant,2,P,,L,L,1
D28D,Dornier,Do-28D-2 Skyservant,2,P,,L,L,1
D28D,Dornier,Skyservant,2,P,,L,L,1
D28T,Dornier,128-6 Turbo Skyservant,2,T,,L,L,1
D28T,Dornier,Do-28D-6 Turbo Skyservant,2,T,,L,L,1
D28T,Dornier,Turbo Skyservant,2,T,,L,L,1
D31,Druine,D-31 Turbulent,1,P,,L,L,1
D31,Druine,Turbulent,1,P,,L,L,1
D31,Rollason,D-31 Turbulent,1,P,,L,L,1
