ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
V1,Grumman,AO-1 Mohawk,2,T,,L,M,1
V1,Grumman,G-134 Mohawk,2,T,,L,M,1
V1,Grumman,Mohawk,2,T,,L,M,1
V1,Grumman,OV-1 Mohawk,2,T,,L,M,1
V1,Grumman,RV-1 Mohawk,2,T,,L,M,1
V10,North American,Bronco,2,T,,L,L,1
V10,North American,OV-10 Bronco,2,T,,L,L,1
V10,North American Rockwell,Bronco,2,T,,L,L,1
V10,North American Rockwell,OV-10 Bronco,2,T,,L,L,1
V10,Rockwell,Bronco,2,T,,L,L,1
V10,Rockwell,OV-10 Bronco,2,T,,L,L,1
V22,Bell-Boeing,901 Osprey,2,T,,T,M,1
V22,Bell-Boeing,CV-22 Osprey,2,T,,T,M,1
V22,Bell-Boeing,MV-22 Osprey,2,T,,T,M,1
V22,Bell-Boeing,Osprey,2,T,,T,M,1
V22,Bell-Boeing,V-22 Osprey,2,T,,T,M,1
V221,MSW,Votec 221,1,P,,L,L,1
V252,MSW,Votec 252,1,P,,L,L,1
V280,Bell,V-280 Valor,2,T,,T,M,1
V280,Bell,Valor,2,T,,T,M,1
V322,MSW,Votec 322,1,P,,L,L,1
V351,MSW,Votec 351,1,P,,L,L,1
V452,MSW,Votec 452,1,T,,L,L,1
V500,Revolution,Voyager-500,1,P,,H,L,1
V8SP,Beachner,Special,1,P,,L,L,1
V8SP,Beachner,V-8 Special,1,P,,L,L,1
VALI,Convair,BT-13 Valiant,1,P,,L,L,1
VALI,Convair,V-54 Valiant,1,P,,L,L,1
VALI,Convair,Valiant,1,P,,L,L,1
VALI,Vultee,BT-13 Valiant,1,P,,L,L,1
VALI,Vultee,BT-15 Valiant,1,P,,L,L,1
VALI,Vultee,SNV Valiant,1,P,,L,L,1
VALI,Vultee,V-54 Valiant,1,P,,L,L,1
VALI,Vultee,V-74 Valiant,1,P,,L,L,1
VALI,Vultee,Valiant,1,P,,L,L,1
VAMP,De Havilland,DH-100 Vampire,1,J,,L,L,1
VAMP,De Havilland,DH-115 Vampire,1,J,,L,L,1
VAMP,De Havilland,Vampire,1,J,,L,L,1
VAMP,F+W Emmen,DH-100 Vampire,1,J,,L,L,1
VAMP,F+W Emmen,DH-115 Vampire,1,J,,L,L,1
VAMP,F+W Emmen,Vampire,1,J,,L,L,1
VANT,Visionaire,VA-10 Vantage,1,J,,L,L,1
VANT,Visionaire,Vantage,1,J,,L,L,1
VAUT,Sud,SO-4050 Vautour,2,J,,L,M,1
VAUT,Sud,Vautour,2,J,,L,M,1
VC10,BAC,VC-10,4,J,,L,H,0
VC10,Vickers,VC-10,4,J,,L,H,0
VELO,Velocity,Velocity 173,1,P,,L,L,1
VELO,Velocity,Velocity LW,1,P,,L,L,1
VELO,Velocity,Velocity SE,1,P,,L,L,1
VELO,Velocity,Velocity TXL,1,P,,L,L,1
VELO,Velocity,Velocity XL,1,P,,L,L,1
VELO,Velocity,Velocity,1,P,,L,L,0
VELT,Velocity,Velocity V-Twin,2,P,,L,L,1
VENT,Schempp-Hirth,Ventus 2CM,1,P,,L,L,1
VENT,Schempp-Hirth,Ventus 2CT,1,P,,L,L,1
VENT,Schempp-Hirth,Ventus 2CXM,1,P,,L,L,1
VENT,Schempp-Hirth,Ventus 2CXT,1,P,,L,L,1
VENT,Schempp-Hirth,Ventus 3M,1,P,,L,L,1
VENT,Schempp-Hirth,Ventus 3T,1,P,,L,L,1
VENT,Schempp-Hirth,Ventus BT,1,P,,L,L,1
VENT,Schempp-Hirth,Ventus CM,1,P,,L,L,1
VENT,Schempp-Hirth,Ventus CT,1,P,,L,L,1
VEZE,Rutan,33 VariEze,1,P,,L,L,1
VEZE,Rutan,VariEze,1,P,,L,L,1
VF14,VFW-Fokker,VFW-614,2,J,,L,M,0
