ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
R100,Robin,Aiglon,1,P,,L,L,1
R100,Robin,R-1180 Aiglon,1,P,,L,L,1
R109,Aircraft Spruce,DR-109 Rhino,1,P,,L,L,1
R109,Aircraft Spruce,Rhino,1,P,,L,L,1
R109,Kimball,DR-109 Rhino,1,P,,L,L,1
R109,Kimball,Rhino,1,P,,L,L,1
R109,Rihn,DR-109 Rhino,1,P,,L,L,1
R109,Rihn,Rhino,1,P,,L,L,1
R11,Rupert,R-11,1,P,,L,L,1
R135,Boeing,RC-135,4,J,,L,H,1
R135,Boeing,TC-135,4,J,,L,H,1
R185,Johnson,Rocket 185,1,P,,L,L,1
R185,Rocket,Rocket 185,1,P,,L,L,1
R2,SAU,R-02 Robert,1,P,,S,L,1
R2,SAU,Robert,1,P,,S,L,1
R200,Alpha Aviation,Alpha 120,1,P,,L,L,1
R200,Alpha Aviation,Alpha 160,1,P,,L,L,1
R200,Alpha Aviation,R-2120 Alpha 120,1,P,,L,L,1
R200,Alpha Aviation,R-2160 Alpha 160,1,P,,L,L,1
R200,Robin,Alpha,1,P,,L,L,1
R200,Robin,Alpha Sport,1,P,,L,L,1
R200,Robin,R-2100 Super Club,1,P,,L,L,1
R200,Robin,R-2112 Alpha,1,P,,L,L,1
R200,Robin,R-2120 Alpha,1,P,,L,L,1
R200,Robin,R-2160 Alpha Sport,1,P,,L,L,1
R200,Robin,Super Club,1,P,,L,L,1
R22,Aero Eli,Yo-Yo,1,P,,H,L,1
R22,Robinson,Beta,1,P,,H,L,1
R22,Robinson,Mariner,1,P,,H,L,1
R22,Robinson,R-22,1,P,,H,L,1
R22,Robinson,R-22 Beta,1,P,,H,L,1
R22,Robinson,R-22 Mariner,1,P,,H,L,1
R300,Robin,R-300,1,P,,L,L,1
R300,Robin,R-3000,1,P,,L,L,1
R300,Robin,R-3100,1,P,,L,L,1
R300,Robin,R-3120,1,P,,L,L,1
R300,Robin,R-3140,1,P,,L,L,1
R4,Sikorsky,H-4 Hoverfly,1,P,,H,L,1
R4,Sikorsky,Hoverfly,1,P,,H,L,1
R4,Sikorsky,R-4 Hoverfly,1,P,,H,L,1
R44,Robinson,Astro,1,P,,H,L,1
R44,Robinson,Clipper,1,P,,H,L,1
R44,Robinson,R-44 Astro,1,P,,H,L,1
R44,Robinson,R-44 Clipper,1,P,,H,L,1
R44,Robinson,R-44 Raven,1,P,,H,L,1
R44,Robinson,Raven,1,P,,H,L,1
R66,Robinson,R-66,1,T,,H,L,1
R721,Boeing,727-100RE Super 27,3,J,A,L,M,1
R721,Boeing,Super 27 (100),3,J,A,L,M,1
R722,Boeing,727-200RE Super 27,3,J,,L,M,1
R722,Boeing,Super 27 (200),3,J,,L,M,1
R90F,Ruschmeyer,R-90-230FG,1,P,,L,L,1
R90R,Ruschmeyer,MF-85,1,P,,L,L,1
R90R,Ruschmeyer,R-90-230RG,1,P,,L,L,1
R90T,Ruschmeyer,R-90-420AT,1,T,,L,L,1
RA14,Falconar,AMF-S14 Maranda,1,P,,L,L,1
RA14,Falconar,Maranda,1,P,,L,L,1
RA14,Maranda,BM-1 Loisirs,1,P,,L,L,1
RA14,Maranda,BM-1 Super Loisirs,1,P,,L,L,1
RA14,Maranda,Loisirs,1,P,,L,L,1
RA14,Maranda,Super Loisirs,1,P,,L,L,1
RA14,Roger Adam,Loisirs,1,P,,L,L,1
RA14,Roger Adam,RA-14 Loisirs,1,P,,L,L,1
RA17,Maranda,BM-3,1,P,,L,L,1
RA17,Roger Adam,RA-17,1,P,,L,L,1
RAF2,Rotary Air Force,RAF-2000,1,P,,G,L,1
RAID,Sky Raider,Super Sky Raider,1,P,,L,L,1
RAIL,Aerosport,Rail,1,P,,L,L,1
RALL,Morane-Saulnier,MS-880 Rallye Club,1,P,,L,L,1
RALL,Morane-Saulnier,MS-881 Rallye 105,1,P,,L,L,1
RALL,Morane-Saulnier,MS-882 Rallye Club,1,P,,L,L,1
RALL,Morane-Saulnier,MS-885 Super Rallye,1,P,,L,L,1
RALL,Morane-Saulnier,MS-886 Super Rallye,1,P,,L,L,1
RALL,Morane-Saulnier,MS-890 Rallye Commodore,1,P,,L,L,1
RALL,Morane-Saulnier,MS-892 Rallye Commodore,1,P,,L,L,1
RALL,Morane-Saulnier,MS-893 Rallye Commodore,1,P,,L,L,1
RALL,Morane-Saulnier,Rallye 105,1,P,,L,L,1
RALL,Morane-Saulnier,Rallye Club,1,P,,L,L,1
RALL,Morane-Saulnier,Rallye Commodore,1,P,,L,L,1
RALL,Morane-Saulnier,Super Rallye,1,P,,L,L,1
RALL,PZL Okecie,Koliber 150,1,P,,L,L,1
RALL,PZL Okecie,Koliber 160,1,P,,L,L,1
RALL,PZL Okecie,Koliber 235,1,P,,L,L,1
RALL,PZL Okecie,Koliber Senior,1,P,,L,L,1
RALL,PZL Okecie,PZL-110 Koliber,1,P,,L,L,1
RALL,PZL Okecie,PZL-110 Koliber 150,1,P,,L,L,1
RALL,PZL Okecie,PZL-110 Koliber 160,1,P,,L,L,1
RALL,PZL Okecie,PZL-111 Koliber 235,1,P,,L,L,1
RALL,PZL Okecie,PZL-111 Koliber Senior,1,P,,L,L,1
RALL,SOCATA,Gabier,1,P,,L,L,1
RALL,SOCATA,Gaillard,1,P,,L,L,1
RALL,SOCATA,Galérien,1,P,,L,L,1
RALL,SOCATA,Galopin,1,P,,L,L,1
RALL,SOCATA,Garnement,1,P,,L,L,1
RALL,SOCATA,Gaucho,1,P,,L,L,1
RALL,SOCATA,Guerrier,1,P,,L,L,1
RALL,SOCATA,MS-880 Rallye 100,1,P,,L,L,1
RALL,SOCATA,MS-880 Rallye Club,1,P,,L,L,1
RALL,SOCATA,MS-883 Rallye 115,1,P,,L,L,1
RALL,SOCATA,MS-884 Rallye Minerva,1,P,,L,L,1
RALL,SOCATA,MS-887 Rallye 125,1,P,,L,L,1
RALL,SOCATA,MS-892 Rallye 150,1,P,,L,L,1
RALL,SOCATA,MS-892 Rallye Commodore,1,P,,L,L,1
RALL,SOCATA,MS-893 Gaillard,1,P,,L,L,1
RALL,SOCATA,MS-893 Rallye Commodore,1,P,,L,L,1
RALL,SOCATA,MS-894 Minerva,1,P,,L,L,1
RALL,SOCATA,Rallye 100,1,P,,L,L,1
RALL,SOCATA,Rallye 115,1,P,,L,L,1
RALL,SOCATA,Rallye 125,1,P,,L,L,1
RALL,SOCATA,Rallye 150,1,P,,L,L,1
