ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
N110,Nord,1100 Noralpha,1,P,,L,L,1
N110,Nord,1101 Ramier 1,1,P,,L,L,1
N110,Nord,1102 Ramier 2,1,P,,L,L,1
N110,Nord,Noralpha,1,P,,L,L,1
N110,Nord,Ramier,1,P,,L,L,1
N120,Nord,1200 Norecrin,1,P,,L,L,1
N120,Nord,1201 Norecrin,1,P,,L,L,1
N120,Nord,1202 Norecrin,1,P,,L,L,1
N120,Nord,1203 Norecrin,1,P,,L,L,1
N120,Nord,1204 Norecrin,1,P,,L,L,1
N120,Nord,Norecrin,1,P,,L,L,1
N250,Nusantara,N-250,2,T,,L,M,1
N260,Max Holste,MH-260 Super Broussard,2,T,,L,M,1
N260,Max Holste,Super Broussard,2,T,,L,M,1
N260,Nord,260 Super Broussard,2,T,,L,M,1
N260,Nord,Super Broussard,2,T,,L,M,1
N262,Aerospatiale,Frégate,2,T,,L,M,1
N262,Aerospatiale,Mohawk 298,2,T,,L,M,1
N262,Aerospatiale,N-262,2,T,,L,M,1
N262,Aerospatiale,N-262 Frégate,2,T,,L,M,1
N262,Frakes,Mohawk 298,2,T,,L,M,1
N262,Nord,262,2,T,,L,M,1
N262,Nord,262 Frégate,2,T,,L,M,1
N262,Nord,Frégate,2,T,,L,M,1
N262,Nord,Mohawk 298,2,T,,L,M,1
N3,Nostalgair,Citabriette,1,P,,L,L,1
N3,Nostalgair,N-3 Citabriette,1,P,,L,L,1
N3,Nostalgair,N-3 Super Pup,1,P,,L,L,1
N3,Nostalgair,Super Pup,1,P,,L,L,1
N320,Nord,3202,1,P,,L,L,1
N340,Nord,3400,1,P,,L,L,1
N3N,Naval Aircraft Factory,N3N,1,P,,L,L,1
N5,Hongdu,N-5,1,P,,L,L,1
N5,Nanchang,N-5,1,P,,L,L,1
NA40,Unis,Bongo,2,T,,H,L,1
NA40,Unis,NA-40 Bongo,2,T,,H,L,1
NAL2,NAL,Hansa,1,P,,L,L,1
NAL2,NAL,NALLA-2 Hansa,1,P,,L,L,1
NAL2,Taneja,Hansa,1,P,,L,L,1
NAL2,Taneja,NALLA-2 Hansa,1,P,,L,L,1
NARN,Korea Aerospace,KC-100 Naraon,1,P,,L,L,1
NARN,Korea Aerospace,KT-100 Naraon,1,P,,L,L,1
NARN,Korea Aerospace,Naraon,1,P,,L,L,1
NAVI,North American,L-17 Navion,1,P,,L,L,1
NAVI,North American,NA-145 Navion,1,P,,L,L,1
NAVI,North American,NA-154 Navion,1,P,,L,L,1
NAVI,North American,Navion,1,P,,L,L,1
NAVI,North American,U-18 Navion,1,P,,L,L,1
NAVI,Ryan,L-17 Navion,1,P,,L,L,1
NAVI,Ryan,Navion,1,P,,L,L,1
NAVI,Ryan,Super Navion,1,P,,L,L,1
NAVI,Ryan,U-18 Navion,1,P,,L,L,1
NAVI,Tusco,Navion,1,P,,L,L,1
NC85,Nord,NC-854,1,P,,L,L,1
NC85,Nord,NC-858,1,P,,L,L,1
ND1T,NDN,NDN-1T Turbo Firecracker,1,T,,L,L,1
ND1T,NDN,Turbo Firecracker,1,T,,L,L,1
NDAC,Normand Dube,Aerocruiser,1,P,,L,L,1
NDAT,Normand Dube,Aerocruiser Turbo 450,1,P,,L,L,1
NDIC,Norman,Nordic 2,1,P,,L,L,1
NDIC,Norman,Nordic 5,1,P,,L,L,1
NDIC,Norman,Nordic 6,1,P,,L,L,1
NDIC,Norman,Nordic 7,1,P,,L,L,1
NG4,BRM Aero,NG-4,1,P,,L,L,1
NG4,Roko Aero,NG-4,1,P,,L,L,1
NG4,Roko Aero,NG-4 Prodigy 4,1,P,,L,L,1
NG4,Roko Aero,Prodigy 4,1,P,,L,L,1
NG4,Roko Aero,NG-4 Prodigy IV,1,P,,L,L,0
NG4,Roko Aero,Prodigy IV,1,P,,L,L,0
NG5,BRM Aero,Bristell E-LSA,1,P,,L,L,1
NG5,BRM Aero,Bristell HD,1,P,,L,L,1
NG5,BRM Aero,Bristell LSA,1,P,,L,L,1
NG5,BRM Aero,Bristell NG-5,1,P,,L,L,1
