ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
Q01,Reiner Stemme,Q-01,1,P,,L,L,1
Q1,General Atomics,MQ-1 Gray Eagle,1,P,,L,L,1
Q1,General Atomics,MQ-1 Predator,1,P,,L,L,1
Q1,General Atomics,MQ-1 Warrior,1,P,,L,L,1
Q1,General Atomics,RQ-1 Predator,1,P,,L,L,1
Q1,General Atomics,Grey Eagle,1,P,,L,L,0
Q1,General Atomics,Predator,1,P,,L,L,0
Q1,General Atomics,Warrior,1,P,,L,L,0
Q25,Boeing,MQ-25 Stingray,1,J,,L,M,1
Q25,Boeing,Stingray,1,J,,L,M,0
Q28,BOEING AUSTRALIA,MQ-28 Ghost Bat,1,J,,L,L,1
Q4,Northrop Grumman,EQ-4 Global Hawk,1,J,,L,M,1
Q4,Northrop Grumman,MQ-4 Triton,1,J,,L,M,1
Q4,Northrop Grumman,RQ-4 EuroHawk,1,J,,L,M,1
Q4,Northrop Grumman,RQ-4 Global Hawk,1,J,,L,M,1
Q4,Northrop Grumman,EuroHawk,1,J,,L,M,0
Q4,Northrop Grumman,Global Hawk,1,J,,L,M,0
Q4,Northrop Grumman,Triton,1,J,,L,M,0
Q5,Hongdu,A-5,2,J,,L,M,1
Q5,Hongdu,Q-5,2,J,,L,M,1
Q5,Nanchang,A-5,2,J,,L,M,1
Q5,Nanchang,Q-5,2,J,,L,M,1
Q58,KRATOS,XQ-58 Valkyrie,1,J,,L,L,1
Q9,General Atomics,MQ-9 Guardian,1,T,,L,L,1
Q9,General Atomics,MQ-9 Ikhana,1,T,,L,L,1
Q9,General Atomics,MQ-9 Predator B,1,T,,L,L,1
Q9,General Atomics,MQ-9 Reaper,1,T,,L,L,1
Q9,General Atomics,Guardian,1,T,,L,L,0
Q9,General Atomics,Ikhana,1,T,,L,L,0
Q9,General Atomics,Predator B,1,T,,L,L,0
Q9,General Atomics,Reaper,1,T,,L,L,0
QAIL,Aerosport,Quail,1,P,,L,L,1
QALT,FMP,Qualt,1,P,,L,L,1
QEST,Omni-Weld,Questor,1,P,,L,L,0
QIC2,Quickie,Quickie Q2,1,P,,L,L,1
QIC2,Quickie,Quickie Q200,1,P,,L,L,1
QINT,Schempp-Hirth,Quintus,1,P,,L,L,1
QR01,Quercy,CQR-01,1,P,,L,L,1
QUAS,Aeroalcool,Quasar Lite,1,P,,L,L,1
QUAS,Quasar,Quasar Lite,1,P,,L,L,1
QUIC,Quickie,Quickie,1,P,,L,L,1
