ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
L10,Lockheed,L-10 Electra,2,P,,L,L,1
L10,Lockheed,XR2O Electra,2,P,,L,L,1
L10,Lockheed,Electra (L-10),2,P,,L,L,0
L101,Lockheed,L-1011 TriStar,3,J,,L,H,1
L101,Lockheed,TriStar,3,J,,L,H,0
L11,Luscombe,11A Sedan,1,P,,L,L,1
L11,Temco,11A Sedan,1,P,,L,L,1
L11,Luscombe,Sedan,1,P,,L,L,0
L11,Temco,Sedan,1,P,,L,L,0
L11E,Luscombe,11E,1,P,,L,L,1
L11E,Luscombe,11E Spartan 185,1,P,,L,L,1
L11E,Quartz Mountain,11E,1,P,,L,L,1
L11E,Luscombe,Spartan 185,1,P,,L,L,0
L12,Lockheed,C-40 Electra Junior,2,P,,L,L,1
L12,Lockheed,JO Electra Junior,2,P,,L,L,1
L12,Lockheed,L-12 Electra Junior,2,P,,L,L,1
L12,Lockheed,Electra Junior,2,P,,L,L,0
L13,Convair,L-13,1,P,,L,L,1
L13,Longren,L-13 Centaur,1,P,,L,L,1
L13,Longren,Centaur,1,P,,L,L,0
L13M,Let,L-13 Blanik (single-engine conversions),1,P,,L,L,1
L13M,Let,Blanik (single-engine conversions),1,P,,L,L,0
L13S,Aerotechnik,L-13S Super Vivat,1,P,,L,L,1
L13S,Aerotechnik,L-13S Vivat,1,P,,L,L,1
L13S,Aerotechnik,Super Vivat,1,P,,L,L,0
L13S,Aerotechnik,Vivat,1,P,,L,L,0
L14,Lockheed,L-14 Hudson,2,P,,L,M,1
L14,Lockheed,L-14 Super Electra,2,P,,L,M,1
L14,Lockheed,Hudson,2,P,,L,M,0
L14,Lockheed,Super Electra,2,P,,L,M,0
L15,Hongdu,L-15 Lieying,2,J,,L,M,1
L15,Hongdu,Lieying,2,J,,L,M,0
L159,Aero Vodochody (Czech),L-159,1,J,,L,M,1
L159,Aero Vodochody (Czech),L-159 Albatros 2,1,J,,L,M,1
L159,Aero Vodochody (Czech),Albatros 2,1,J,,L,M,0
L159,Aero Vodochody (Czech),L-159  Albatros 2,1,J,,L,M,0
L18,Howard Aero,250,2,P,,L,M,1
L18,Howard Aero,350,2,P,,L,M,1
L18,Lear,Learstar,2,P,,L,M,1
L18,Lockheed,C-56 Lodestar,2,P,,L,M,1
L18,Lockheed,C-57 Lodestar,2,P,,L,M,1
L18,Lockheed,C-59 Lodestar,2,P,,L,M,1
L18,Lockheed,C-60 Lodestar,2,P,,L,M,1
L18,Lockheed,L-18 Lodestar,2,P,,L,M,1
L18,Lockheed,R5O Lodestar,2,P,,L,M,1
L18,Lockheed,XR5O Lodestar,2,P,,L,M,1
L18,PacAero,Learstar,2,P,,L,M,1
L18,Lockheed,Lodestar,2,P,,L,M,0
L181,Associated Air,Liberty 181,1,P,,L,L,1
L188,Lockheed,L-188 Electra,4,T,,L,M,1
L188,Lockheed,Electra (L-188),4,T,,L,M,0
L200,Let,L-200 Morava,2,P,,L,L,1
L200,Let,Morava,2,P,,L,L,0
L29,Aero Vodochody (Czech),L-29 Delfin,1,J,,L,L,1
L29,Aero Vodochody (Czech),Delfin,1,J,,L,L,0
L29A,Lockheed,L-1329 Jetstar 6,4,J,,L,M,1
L29A,Lockheed,L-1329 Jetstar 8,4,J,,L,M,1
L29A,Lockheed,Jetstar 6,4,J,,L,M,0
L29A,Lockheed,Jetstar 8,4,J,,L,M,0
L29B,Lockheed,L-1329 Jetstar 2,4,J,,L,M,1
L29B,Lockheed,L-1329 Jetstar 731,4,J,,L,M,1
L29B,Lockheed,Jetstar 2,4,J,,L,M,0
L29B,Lockheed,Jetstar 731,4,J,,L,M,0
L37,Howard Aero,500,2,P,,L,M,1
L37,Lockheed,B-34 Lexington,2,P,,L,M,1
L37,Lockheed,L-137 Ventura,2,P,,L,M,1
L37,Lockheed,L-15 Harpoon,2,P,,L,M,1
L37,Lockheed,L-237 Ventura,2,P,,L,M,1
L37,Lockheed,PV-1 Ventura,2,P,,L,M,1
L37,Lockheed,PV-2 Harpoon,2,P,,L,M,1
L37,Oakland,Centaurus,2,P,,L,M,1
L37,Lockheed,Harpoon,2,P,,L,M,0
L37,Lockheed,Lexington,2,P,,L,M,0
L37,Lockheed,Ventura,2,P,,L,M,0
L380,Lederlin,380 Ladybug,1,P,,L,L,1
L380,Lederlin,Ladybug,1,P,,L,L,0
L39,Aero Vodochody (Czech),L-139 Albatros,1,J,,L,L,1
L39,Aero Vodochody (Czech),L-39 Albatros,1,J,,L,L,1
L39,Aero Vodochody (Czech),Albatros,1,J,,L,L,0
L4,Chaika,L-4,2,P,,A,L,1
L4,Chaika,L-42,2,P,,A,L,1
L4,Chaika,L-44,2,P,,A,L,1
L40,ORLIČAN (1),L-40 Meta Sokol,1,P,,L,L,1
L40,Orlican,L-40 Meta Sokol,1,P,,L,L,0
L40,Orlican,Meta Sokol,1,P,,L,L,0
L410,Aircraft Industries,L-410 Turbolet,2,T,,L,L,1
L410,Let,L-410 Turbolet,2,T,,L,L,1
L410,Let,L-420 Turbolet,2,T,,L,L,1
L410,Aircraft Industries,Turbolet,2,T,,L,L,0
L410,Let,Turbolet,2,T,,L,L,0
L5,Stinson,L-5 Sentinel,1,P,,L,L,1
L5,Stinson,OY Sentinel,1,P,,L,L,1
L5,Stinson,U-19 Sentinel,1,P,,L,L,1
L5,Stinson,V-76 Sentinel,1,P,,L,L,1
L5,Stinson,Sentinel,1,P,,L,L,0
L59,Aero Vodochody (Czech),L-59,1,J,,L,L,1
L6,AeroVolga,L-6,2,P,,A,L,1
L60,Aero Vodochody (Czech),L-60 Brigadyr,1,P,,L,L,1
L60,ORLIČAN (1),K-60 Brigadyr,1,P,,L,L,1
L60,ORLIČAN (1),L-60 Brigadyr,1,P,,L,L,1
L60,Aero Vodochody (Czech),Brigadyr,1,P,,L,L,0
L60,Orlican,Brigadyr,1,P,,L,L,0
L60,Orlican,K-60 Brigadyr,1,P,,L,L,0
L60,Orlican,L-60 Brigadyr,1,P,,L,L,0
L610,Let,L-610,2,T,,L,M,1
L70,Valmet,L-70 Miltrainer,1,P,,L,L,1
L70,Valmet,L-70 Vinka,1,P,,L,L,1
L70,Valmet,Miltrainer,1,P,,L,L,0
L70,Valmet,Vinka,1,P,,L,L,0
L8,Luscombe,50,1,P,,L,L,1
L8,Luscombe,8,1,P,,L,L,1
L8,Luscombe,8 Master,1,P,,L,L,1
L8,Luscombe,8 Silvaire,1,P,,L,L,1
L8,Luscombe,8 Trainer,1,P,,L,L,1
L8,Luscombe,T8 Observer,1,P,,L,L,1
L8,Luscombe-Silvaire,LSA-8 Renai,1,P,,L,L,1
L8,Renaissance Aircraft,8,1,P,,L,L,1
L8,Silvaire,8 Silvaire,1,P,,L,L,1
L8,Temco,8 Silvaire,1,P,,L,L,1
L8,Luscombe,Master,1,P,,L,L,0
L8,Luscombe,Observer,1,P,,L,L,0
L8,Luscombe,Silvaire,1,P,,L,L,0
L8,Luscombe,Trainer,1,P,,L,L,0
L8,Luscombe-Silvaire,Renai,1,P,,L,L,0
L8,Silvaire,Silvaire,1,P,,L,L,0
L8,Temco,Silvaire,1,P,,L,L,0
L90,Aermacchi,M-290TP Redigo,1,T,,L,L,1
L90,Valmet,L-90TP Redigo,1,T,,L,L,1
L90,Aermacchi,Redigo,1,T,,L,L,0
L90,Valmet,Redigo,1,T,,L,L,0
LA25,Lake,LA-250 Renegade,1,P,,A,L,1
LA25,Lake,LA-250 Seafury,1,P,,A,L,1
LA25,Lake,LA-250 Seawolf,1,P,,A,L,1
LA25,Lake,LA-250 Turbo Renegade,1,P,,A,L,1
LA25,Lake,LA-270 Turbo Renegade,1,P,,A,L,1
LA25,Lake,LA-270 Turbo Seafury,1,P,,A,L,1
LA25,Lanshe,LA-250 Renegade 2,1,P,,A,L,1
LA25,Lanshe,LA-250 Seafury,1,P,,A,L,1
LA25,Lanshe,LA-250 Seawolf,1,P,,A,L,1
LA25,Lake,Renegade,1,P,,A,L,0
LA25,Lake,Seafury,1,P,,A,L,0
LA25,Lake,Seawolf,1,P,,A,L,0
LA25,Lake,Turbo Renegade,1,P,,A,L,0
LA25,Lake,Turbo Seafury,1,P,,A,L,0
LA25,Lanshe,Renegade 2,1,P,,A,L,0
LA25,Lanshe,Seafury,1,P,,A,L,0
LA25,Lanshe,Seawolf,1,P,,A,L,0
LA4,Lake,LA-200,1,P,,A,L,1
LA4,Lake,LA-4,1,P,,A,L,1
LA4,Lake,LA-4 Buccaneer,1,P,,A,L,1
LA4,Lake,Buccaneer,1,P,,A,L,0
LA60,Aermacchi,AL-60,1,P,,L,L,1
LA60,Aermacchi,AL-60 Conestoga,1,P,,L,L,1
LA60,Aermacchi,AL-60 Loadmaster,1,P,,L,L,1
