ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
M10,Aerostar,90,1,P,,L,L,1
M10,Mooney,Cadet,1,P,,L,L,1
M10,Mooney,M-10 Cadet,1,P,,L,L,1
M101,Myasishchev,Expedition,1,T,,L,L,1
M101,Myasishchev,Gzhel,1,T,,L,L,1
M101,Myasishchev,M-101 Expedition,1,T,,L,L,1
M101,Myasishchev,M-101 Gzhel,1,T,,L,L,1
M101,Myasishchev,M-101 Sokol,1,T,,L,L,1
M101,Myasishchev,Sokol,1,T,,L,L,1
M106,Lambert,M-106 Mission,1,P,,L,L,1
M106,Lambert,Mission (M-106),1,P,,L,L,1
M108,Lambert,M-108 Mission,1,P,,L,L,1
M108,Lambert,Mission (M-108),1,P,,L,L,1
M10F,Mooney,M-10T,1,P,,L,L,1
M10R,Mooney,M-10J,1,P,,L,L,1
M110,Aviat,110 Special,1,P,,L,L,1
M110,Aviat,Special,1,P,,L,L,1
M110,Monocoupe,110 Special,1,P,,L,L,1
M110,Monocoupe,Special,1,P,,L,L,1
M110,Aviat,110 Specal,1,P,,L,L,0
M15,Pzl-Mielec,Belphegor,1,J,,L,L,1
M15,Pzl-Mielec,M-15 Belphegor,1,J,,L,L,1
M17,Myasishchev,M-17 Stratosfera,1,J,,L,M,1
M17,Myasishchev,Stratosfera,1,J,,L,M,1
M18,AII,AVA-303,1,P,,L,L,1
M18,Pzl-Mielec,Dromader,1,P,,L,L,1
M18,Pzl-Mielec,M-18 Dromader,1,P,,L,L,1
M18T,Melex,T-45 Turbine Dromader,1,T,,L,L,1
M18T,Melex,Turbine Dromader,1,T,,L,L,1
M18T,Pzl-Mielec,M-18 Turbine Dromader,1,T,,L,L,1
M18T,Pzl-Mielec,Turbine Dromader,1,T,,L,L,1
M1SC,International High Performance Aircraft,M-1 SpeedCruiser,1,P,,L,L,0
M1SC,International High Performance Aircraft,SpeedCruiser,1,P,,L,L,0
M2,Kubicek,M-2 Scout,1,P,,L,L,1
M2,Kubicek,Scout,1,P,,L,L,1
M200,Aero Commander,200 Commander 200,1,P,,L,L,1
M200,Aero Commander,Commander 200,1,P,,L,L,1
M200,Meyers,200,1,P,,L,L,1
M200,North American Rockwell,200 Commander 200,1,P,,L,L,1
M200,North American Rockwell,Commander 200,1,P,,L,L,1
M203,Myasishchev,Barsuk,1,P,,L,L,1
M203,Myasishchev,M-203 Barsuk,1,P,,L,L,1
M20P,Aerostar,200,1,P,,L,L,1
M20P,Aerostar,201,1,P,,L,L,1
M20P,Aerostar,202,1,P,,L,L,1
M20P,Aerostar,220,1,P,,L,L,1
M20P,Mooney,201,1,P,,L,L,1
M20P,Mooney,205,1,P,,L,L,1
M20P,Mooney,Allegro,1,P,,L,L,1
M20P,Mooney,ATS,1,P,,L,L,1
M20P,Mooney,Chaparral,1,P,,L,L,1
M20P,Mooney,Eagle,1,P,,L,L,1
M20P,Mooney,Executive,1,P,,L,L,1
M20P,Mooney,M-20,1,P,,L,L,1
M20P,Mooney,M-20A,1,P,,L,L,1
M20P,Mooney,M-20B Mark 21,1,P,,L,L,1
M20P,Mooney,M-20C Mark 21,1,P,,L,L,1
M20P,Mooney,M-20C Ranger,1,P,,L,L,1
M20P,Mooney,M-20D Master,1,P,,L,L,1
M20P,Mooney,M-20E Chaparral,1,P,,L,L,1
M20P,Mooney,M-20E Super 21,1,P,,L,L,1
M20P,Mooney,M-20F Executive,1,P,,L,L,1
M20P,Mooney,M-20G Statesman,1,P,,L,L,1
M20P,Mooney,M-20J 201,1,P,,L,L,1
M20P,Mooney,M-20J 205,1,P,,L,L,1
M20P,Mooney,M-20J Allegro,1,P,,L,L,1
M20P,Mooney,M-20J ATS,1,P,,L,L,1
M20P,Mooney,M-20J MSE,1,P,,L,L,1
M20P,Mooney,M-20L PFM,1,P,,L,L,1
M20P,Mooney,M-20R Ovation,1,P,,L,L,1
