ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
F1,Mitsubishi,F-1,2,J,,L,M,1
F100,Fokker,100,2,J,A,L,M,1
F104,Canadair,CF-104 Starfighter,1,J,,L,M,1
F104,Canadair,CL-201 Starfighter,1,J,,L,M,1
F104,Canadair,CL-90 Starfighter,1,J,,L,M,1
F104,Canadair,F-104 Starfighter,1,J,,L,M,1
F104,Canadair,Starfighter,1,J,,L,M,1
F104,Lockheed,F-104 Starfighter,1,J,,L,M,1
F104,Lockheed,L-583 Starfighter,1,J,,L,M,1
F104,Lockheed,L-683 Starfighter,1,J,,L,M,1
F104,Lockheed,RF-104 Starfighter,1,J,,L,M,1
F104,Lockheed,Starfighter,1,J,,L,M,1
F104,Lockheed,TF-104 Starfighter,1,J,,L,M,1
F106,Convair,Delta Dart,1,J,,L,M,1
F106,Convair,QF-106 Delta Dart,1,J,,L,M,1
F111,General Dynamics,Aardvark,2,J,,L,M,0
F111,General Dynamics,EF-111 Raven,2,J,,L,M,0
F111,General Dynamics,F-111 Aardvark,2,J,,L,M,0
F111,General Dynamics,Raven,2,J,,L,M,0
F111,General Dynamics,RF-111 Aardvark,2,J,,L,M,0
F111,Grumman,EF-111 Raven,2,J,,L,M,0
F111,Grumman,Raven,2,J,,L,M,0
F117,Lockheed,F-117 Night Hawk,2,J,,L,M,1
F117,Lockheed,Night Hawk,2,J,,L,M,1
F117,Lockheed,F-117 Nighthawk,2,J,,L,M,0
F117,Lockheed,Nighthawk,2,J,,L,M,0
F117,Lockheed,YF-117 Nighthawk,2,J,,L,M,0
F13,Junkers,F-13 Replica,1,P,,L,L,1
F13,Rimowa,F-13 Replica,1,P,,L,L,1
F14,Grumman,F-14 Tomcat,2,J,,L,M,1
F14,Grumman,Tomcat,2,J,,L,M,1
F15,Boeing,Eagle,2,J,,L,M,1
F15,Boeing,F-15 Eagle,2,J,,L,M,1
F15,Boeing,F-15 Ra'am,2,J,,L,M,1
F15,Boeing,F-15 Slam Eagle,2,J,,L,M,1
F15,Boeing,Ra'am,2,J,,L,M,1
F15,Boeing,Slam Eagle,2,J,,L,M,1
F15,McDonnell Douglas,Akef,2,J,,L,M,1
F15,McDonnell Douglas,Baz,2,J,,L,M,1
F15,McDonnell Douglas,Eagle,2,J,,L,M,1
F15,McDonnell Douglas,F-15 Akef,2,J,,L,M,1
F15,McDonnell Douglas,F-15 Baz,2,J,,L,M,1
F15,McDonnell Douglas,F-15 Eagle,2,J,,L,M,1
F15,McDonnell Douglas,F-15 Ra'am,2,J,,L,M,1
F15,McDonnell Douglas,Ra'am,2,J,,L,M,1
F15,Mitsubishi,Eagle,2,J,,L,M,1
F15,Mitsubishi,F-15 Eagle,2,J,,L,M,1
F156,Fieseler,Fi-156 Storch,1,P,,L,L,1
F156,Fieseler,Storch,1,P,,L,L,1
F156,Morane-Saulnier,Criquet,1,P,,L,L,1
F156,Morane-Saulnier,MS-500 Criquet,1,P,,L,L,1
F156,Morane-Saulnier,MS-501 Criquet,1,P,,L,L,1
F156,Morane-Saulnier,MS-502 Criquet,1,P,,L,L,1
F156,Morane-Saulnier,MS-504 Criquet,1,P,,L,L,1
F156,Morane-Saulnier,MS-505 Criquet,1,P,,L,L,1
F156,Morane-Saulnier,MS-506 Criquet,1,P,,L,L,1
F156,Mráz,Cap,1,P,,L,L,1
F156,Mráz,K-65 Cap,1,P,,L,L,1
F16,Fokker,F-16 Fighting Falcon,1,J,,L,M,1
F16,Fokker,Fighting Falcon,1,J,,L,M,1
F16,General Dynamics,Barak,1,J,,L,M,1
F16,General Dynamics,Brakeet,1,J,,L,M,1
F16,General Dynamics,F-16 Barak,1,J,,L,M,1
F16,General Dynamics,F-16 Brakeet,1,J,,L,M,1
F16,General Dynamics,F-16 Fighting Falcon,1,J,,L,M,1
F16,General Dynamics,F-16 Netz,1,J,,L,M,1
F16,General Dynamics,Fighting Falcon,1,J,,L,M,1
F16,General Dynamics,Netz,1,J,,L,M,1
F16,General Dynamics,NF-16 Fighting Falcon,1,J,,L,M,1
F16,General Dynamics,TF-16 Fighting Falcon,1,J,,L,M,1
F16,Korea Aerospace,F-16 Fighting Falcon,1,J,,L,M,1
F16,Korea Aerospace,Fighting Falcon,1,J,,L,M,1
F16,Lockheed,F-16 Fighting Falcon,1,J,,L,M,1
F16,Lockheed,Fighting Falcon,1,J,,L,M,1
F16,Lockheed Martin,Desert Falcon,1,J,,L,M,1
F16,Lockheed Martin,F-16 Desert Falcon,1,J,,L,M,1
F16,Lockheed Martin,F-16 Fighting Falcon,1,J,,L,M,1
F16,Lockheed Martin,F-16 Sufa,1,J,,L,M,1
F16,Lockheed Martin,Fighting Falcon,1,J,,L,M,1
F16,Lockheed Martin,Sufa,1,J,,L,M,1
F16,SABCA,F-16 Fighting Falcon,1,J,,L,M,1
F16,SABCA,Fighting Falcon,1,J,,L,M,1
F16,Samsung,F-16 Fighting Falcon,1,J,,L,M,1
F16,Samsung,Fighting Falcon,1,J,,L,M,1
F16,TAI,F-16 Fighting Falcon,1,J,,L,M,1
F16,TAI,Fighting Falcon,1,J,,L,M,1
F16,General Dynamics,F-16A Fighting Falcon,1,J,,L,M,0
F16,General Dynamics,F-16B Fighting Falcon,1,J,,L,M,0
F16,General Dynamics,F-16C Fighting Falcon,1,J,,L,M,0
F16,General Dynamics,F-16D Fighting Falcon,1,J,,L,M,0
F16,General Dynamics,F-16N Fighting Falcon,1,J,,L,M,0
F16,General Dynamics,Fighting Falcon (F-16A/B/C/D/N),1,J,,L,M,0
F16,Lockheed Martin,F-16  Sufa,1,J,,L,M,0
F16X,General Dynamics,F-16XL Fighting Falcon,1,J,,L,M,0
F16X,General Dynamics,Fighting Falcon (F-16XL),1,J,,L,M,0
F18,ASTA,AF-18 Hornet,2,J,,L,M,0
F18,ASTA,ATF-18 Hornet,2,J,,L,M,0
F18,ASTA,Hornet,2,J,,L,M,0
F18,Boeing,EA-18 Growler,2,J,,L,M,0
F18,Boeing,FA-18 Hornet,2,J,,L,M,0
F18,Boeing,FA-18 Super Hornet,2,J,,L,M,0
F18,Boeing,Growler,2,J,,L,M,0
F18,Boeing,Hornet,2,J,,L,M,0
F18,Boeing,Super Hornet,2,J,,L,M,0
F18,Finavitec,FA-18 Hornet,2,J,,L,M,0
F18,Finavitec,Hornet,2,J,,L,M,0
F18,GAF,AF-18 Hornet,2,J,,L,M,0
F18,GAF,ATF-18 Hornet,2,J,,L,M,0
F18,GAF,Hornet,2,J,,L,M,0
F18,McDonnell Douglas,AF-18 Hornet,2,J,,L,M,0
F18,McDonnell Douglas,ATF-18 Hornet,2,J,,L,M,0
F18,McDonnell Douglas,CF-18 Hornet,2,J,,L,M,0
F18,McDonnell Douglas,CF-188 Hornet,2,J,,L,M,0
F18,McDonnell Douglas,EF-18 Hornet,2,J,,L,M,0
F18,McDonnell Douglas,FA-18 Hornet,2,J,,L,M,0
F18,McDonnell Douglas,FA-18 Super Hornet,2,J,,L,M,0
F18,McDonnell Douglas,Hornet,2,J,,L,M,0
F18,McDonnell Douglas,Super Hornet,2,J,,L,M,0
F18,SF,FA-18 Hornet,2,J,,L,M,0
F18,SF,Hornet,2,J,,L,M,0
F18,Valmet,FA-18 Hornet,2,J,,L,M,0
F18,Valmet,Hornet,2,J,,L,M,0
F18H,ASTA,AF-18 Hornet,2,J,,L,M,1
F18H,ASTA,ATF-18 Hornet,2,J,,L,M,1
F18H,ASTA,Hornet,2,J,,L,M,1
F18H,Boeing,FA-18C Hornet,2,J,,L,M,1
F18H,Boeing,FA-18D Hornet,2,J,,L,M,1
F18H,Boeing,Hornet,2,J,,L,M,1
F18H,GAF,AF-18 Hornet,2,J,,L,M,1
F18H,GAF,ATF-18 Hornet,2,J,,L,M,1
F18H,GAF,Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,ATF-18 Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,CF-18 Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,CF-188 Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,EF-18 Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,FA-18A Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,FA-18B Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,FA-18C Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,FA-18D Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,Hornet,2,J,,L,M,1
F18H,McDonnell Douglas,KAF-18 Hornet,2,J,,L,M,1
F18H,Patria,FA-18 Hornet,2,J,,L,M,1
F18H,Patria,Hornet,2,J,,L,M,1
F18H,SF,FA-18 Hornet,2,J,,L,M,1
F18H,SF,Hornet,2,J,,L,M,1
F18H,Valmet,FA-18 Hornet,2,J,,L,M,1
F18H,Valmet,Hornet,2,J,,L,M,1
F18S,Boeing,EA-18 Growler,2,J,,L,M,1
F18S,Boeing,FA-18E Super Hornet,2,J,,L,M,1
F18S,Boeing,FA-18F Super Hornet,2,J,,L,M,1
F18S,Boeing,Growler,2,J,,L,M,1
F18S,Boeing,NEA-18 Growler,2,J,,L,M,1
F18S,Boeing,Super Hornet,2,J,,L,M,1
F18S,McDonnell Douglas,FA-18E Super Hornet,2,J,,L,M,1
F18S,McDonnell Douglas,FA-18F Super Hornet,2,J,,L,M,1
F18S,McDonnell Douglas,Super Hornet,2,J,,L,M,1
F1FV,Avion,F-1 Favorit,1,P,,L,L,1
F1FV,Avion,Favorit,1,P,,L,L,1
F2,Mitsubishi,F-2,1,J,,L,M,1
F22,Lockheed Martin,F-22 Raptor,2,J,,L,M,1
F22,Lockheed Martin,L-645 Raptor,2,J,,L,M,1
F22,Lockheed Martin,Raptor,2,J,,L,M,1
F260,Aermacchi,F-260E,1,P,,L,L,1
F260,Aermacchi,F-260F,1,P,,L,L,1
F260,Aermacchi,SF-260E,1,P,,L,L,1
F260,Aermacchi,SF-260F,1,P,,L,L,1
F260,Aermacchi,T-260,1,P,,L,L,1
F260,Aerotech,F-260F,1,P,,L,L,1
F260,Aerotech,SF-260F,1,P,,L,L,1
F260,Alenia Aermacchi,F-260E,1,P,,L,L,1
F260,Alenia Aermacchi,F-260F,1,P,,L,L,1
F260,Alenia Aermacchi,SF-260E,1,P,,L,L,1
F260,Alenia Aermacchi,SF-260F,1,P,,L,L,1
F260,SIAI-Marchetti,SF-260,1,P,,L,L,1
F260,SIAI-Marchetti,SF-260A,1,P,,L,L,1
F260,SIAI-Marchetti,SF-260B,1,P,,L,L,1
F260,SIAI-Marchetti,SF-260C,1,P,,L,L,1
F260,SIAI-Marchetti,SF-260D,1,P,,L,L,1
F260,SIAI-Marchetti,SF-260E,1,P,,L,L,1
F260,SIAI-Marchetti,SF-260F,1,P,,L,L,1
F260,SIAI-Marchetti,SF-260M,1,P,,L,L,1
F260,SIAI-Marchetti,SF-260W Warrior,1,P,,L,L,1
F260,SIAI-Marchetti,Warrior,1,P,,L,L,1
F260,TAI,SF-260,1,P,,L,L,1
F26T,Aermacchi,SF-260T,1,T,,L,L,1
F26T,Alenia Aermacchi,SF-260T,1,T,,L,L,1
F26T,Ardc,Layang,1,T,,L,L,1
F26T,PADC,SF-260T,1,T,,L,L,1
F26T,SIAI-Marchetti,SF-260T,1,T,,L,L,1
F27,Conair,F-27 Firefighter,2,T,,L,M,1
F27,Conair,Firefighter,2,T,,L,M,1
F27,Fairchild,F-27,2,T,,L,M,1
F27,Fairchild Hiller,F-27,2,T,,L,M,1
F27,Fairchild Hiller,FH-227,2,T,,L,M,1
F27,Fokker,C-31 Friendship,2,T,,L,M,1
F27,Fokker,F-27 Friendship,2,T,,L,M,1
F27,Fokker,F-27 Maritime,2,T,,L,M,1
F27,Fokker,F-27 Troopship,2,T,,L,M,1
F27,Fokker,Friendship,2,T,,L,M,1
F27,Fokker,Maritime,2,T,,L,M,1
F27,Fokker,Troopship,2,T,,L,M,1
F28,Fokker,F-28 Fellowship,2,J,A,L,M,1
F28,Fokker,Fellowship,2,J,A,L,M,1
F2TH,Dassault,Falcon 2000,2,J,A,L,M,1
F30,GOLDEN AVIO,Brio,1,P,,L,L,1
F30,GOLDEN AVIO,F-30 Brio,1,P,,L,L,1
F30,Golden Car,Brio,1,P,,L,L,1
F30,Golden Car,F-30 Brio,1,P,,L,L,1
F35,Lockheed Martin,F-35A Lightning 2,1,J,,L,M,1
F35,Lockheed Martin,F-35C Lightning 2,1,J,,L,M,1
F35,Lockheed Martin,Lightning 2 (F-35A/C),1,J,,L,M,1
F35,Lockheed Martin,F-35A Lightning II,1,J,,L,M,0
F35,Lockheed Martin,F-35C Lightning II,1,J,,L,M,0
F35,Lockheed Martin,Lightning II (F-35A/C),1,J,,L,M,0
F3F,Grumman,F3F Replica,1,P,,L,L,1
F3F,Grumman,G-11 Replica,1,P,,L,L,1
F3F,Grumman,G-32 Replica,1,P,,L,L,1
F3F,Texas Airplane,F3F Replica,1,P,,L,L,1
F3F,Texas Airplane,G-11 Replica,1,P,,L,L,1
F3F,Texas Airplane,G-32 Replica,1,P,,L,L,1
F4,IAI,F-4 Kurnass 2000,2,J,,L,M,1
F4,IAI,F-4 Phantom 2000,2,J,,L,M,1
F4,IAI,Kurnass 2000,2,J,,L,M,1
F4,IAI,Phantom 2000,2,J,,L,M,1
F4,McDonnell,C-12 Phantom 2,2,J,,L,M,1
F4,McDonnell,CR-12 Phantom 2,2,J,,L,M,1
