ICAO,Manufacturer,Model,Engines,EngineTypeCode,EnginePlacementCode,SpeciesCode,WakeTurbulenceCode,IsActive
P06T,Tecnam,P-2006T,2,P,,L,L,1
P1,Kawasaki,P-1,4,J,,L,M,1
P1,Kawasaki,UP-1,4,J,,L,M,1
P1,Kawasaki,XP-1,4,J,,L,M,0
P100,Pottier,P-100,1,P,,L,L,1
P130,Pottier,Bleu Citron,1,P,,L,L,1
P130,Pottier,P-130 Bleu Citron,1,P,,L,L,1
P136,Piaggio,P-136,2,P,,A,L,1
P136,Trecker,Gull,2,P,,A,L,1
P148,Piaggio,P-148,1,P,,L,L,1
P149,Focke-Wulf,FWP-149,1,P,,L,L,1
P149,Piaggio,P-149,1,P,,L,L,1
P180,Piaggio,Avanti,2,T,,L,L,1
P180,Piaggio,P-180 Avanti,2,T,,L,L,1
P18T,Smith Aviation,PA-18T Super Cub,1,T,,L,L,1
P18T,Smith Aviation,Super Cub (PA-18T),1,T,,L,L,1
P19,Aviamilano,P-19 Scricciolo,1,P,,L,L,1
P19,Aviamilano,Scricciolo,1,P,,L,L,1
P1HH,Piaggio,Hammerhead,2,T,,L,L,1
P1HH,Piaggio,P-1HH Hammerhead,2,T,,L,L,1
P2,Lockheed,L-426 Neptune,2,P,,L,M,1
P2,Lockheed,L-726 Neptune,2,P,,L,M,1
P2,Lockheed,L-826 Neptune,2,P,,L,M,1
P2,Lockheed,Neptune,2,P,,L,M,1
P2,Lockheed,P-2 Neptune,2,P,,L,M,1
P2,Lockheed,P2V Neptune,2,P,,L,M,1
P2,Lockheed,SP-2 Neptune,2,P,,L,M,1
P208,Tecnam,P-2008,1,P,,L,L,1
P210,Aviones Colombia,P210,1,P,,L,L,1
P210,Cessna,P210 Pressurized Centurion,1,P,,L,L,1
P210,Cessna,Pressurized Centurion,1,P,,L,L,1
P210,Riley,Rocket P210,1,P,,L,L,1
P210,Riley,Super P210,1,P,,L,L,1
P212,Tecnam,P-2012 Traveller,2,P,,L,L,1
P212,Tecnam,Traveller,2,P,,L,L,1
P220,Aero (Poland),P-220-AT1,1,P,,L,L,1
P220,Aero (Poland),P-220-AT2,1,P,,L,L,1
P220,Aerotechnik,Koala,1,P,,L,L,1
P220,Aerotechnik,P-220 Koala,1,P,,L,L,1
P220,Antoniewski,P-220S-AT1,1,P,,L,L,1
P220,Antoniewski,P-220S-AT2,1,P,,L,L,1
P220,Antoniewski,P-220S-AT3,1,P,,L,L,1
P220,Pottier,Koala,1,P,,L,L,1
P220,Pottier,P-220 Koala,1,P,,L,L,1
P230,Pottier,P-230 Panda,1,P,,L,L,1
P230,Pottier,Panda,1,P,,L,L,1
P27,Gryf,P-27 Skyster,1,P,,L,L,1
P27,Gryf,Skyster,1,P,,L,L,1
P270,Pottier,Amster,1,P,,L,L,1
P270,Pottier,P-270 Amster,1,P,,L,L,1
P28A,AICSA,Archer 2,1,P,,L,L,1
P28A,AICSA,Cherokee (PA-28-140/180),1,P,,L,L,1
P28A,AICSA,Cherokee Archer,1,P,,L,L,1
P28A,AICSA,Cherokee Archer 2,1,P,,L,L,1
P28A,AICSA,Cherokee Cruiser,1,P,,L,L,1
P28A,AICSA,Cherokee Warrior 2,1,P,,L,L,1
P28A,AICSA,PA-28-140 Cherokee,1,P,,L,L,1
P28A,AICSA,PA-28-140 Cherokee Cruiser,1,P,,L,L,1
P28A,AICSA,PA-28-161 Cherokee Warrior 2,1,P,,L,L,1
P28A,AICSA,PA-28-161 Warrior 2,1,P,,L,L,1
P28A,AICSA,PA-28-180 Cherokee,1,P,,L,L,1
P28A,AICSA,PA-28-180 Cherokee Archer,1,P,,L,L,1
P28A,AICSA,PA-28-181 Archer 2,1,P,,L,L,1
P28A,AICSA,PA-28-181 Cherokee Archer 2,1,P,,L,L,1
P28A,AICSA,Warrior 2,1,P,,L,L,1
P28A,Chincul,Archer 2,1,P,,L,L,1
P28A,Chincul,Cherokee Archer,1,P,,L,L,1
P28A,Chincul,Cherokee Archer 2,1,P,,L,L,1
P28A,Chincul,Cherokee Challenger,1,P,,L,L,1
P28A,Chincul,Cherokee Cruiser,1,P,,L,L,1
P28A,Chincul,PA-A-28-140 Cherokee Cruiser,1,P,,L,L,1
P28A,Chincul,PA-A-28-161 Warrior 2,1,P,,L,L,1
P28A,Chincul,PA-A-28-180 Cherokee Archer,1,P,,L,L,1
P28A,Chincul,PA-A-28-180 Cherokee Challenger,1,P,,L,L,1
P28A,Chincul,PA-A-28-181 Archer 2,1,P,,L,L,1
P28A,Chincul,PA-A-28-181 Cherokee Archer 2,1,P,,L,L,1
P28A,Chincul,Warrior 2,1,P,,L,L,1
P28A,Embraer,Carioquinha,1,P,,L,L,1
P28A,Embraer,EMB-712 Carioquinha,1,P,,L,L,1
P28A,Embraer,EMB-712 Tupi,1,P,,L,L,1
P28A,Embraer,Tupi,1,P,,L,L,1
P28A,Neiva,Carioquinha,1,P,,L,L,1
P28A,Neiva,EMB-712 Carioquinha,1,P,,L,L,1
P28A,Neiva,EMB-712 Tupi,1,P,,L,L,1
P28A,Neiva,Tupi,1,P,,L,L,1
P28A,Piper,Archer 2,1,P,,L,L,1
P28A,Piper,Archer 3,1,P,,L,L,1
P28A,Piper,Archer DLX,1,P,,L,L,1
P28A,Piper,Archer DX,1,P,,L,L,1
P28A,Piper,Archer LX,1,P,,L,L,1
P28A,Piper,Archer TX,1,P,,L,L,1
P28A,Piper,Cadet,1,P,,L,L,1
P28A,Piper,Cherokee (PA-28-140/150/160/180),1,P,,L,L,1
P28A,Piper,Cherokee 140-4,1,P,,L,L,1
P28A,Piper,Cherokee Archer,1,P,,L,L,1
P28A,Piper,Cherokee Archer 2,1,P,,L,L,1
P28A,Piper,Cherokee Challenger,1,P,,L,L,1
P28A,Piper,Cherokee Chief,1,P,,L,L,1
P28A,Piper,Cherokee Cruiser,1,P,,L,L,1
P28A,Piper,Cherokee Flite Liner,1,P,,L,L,1
P28A,Piper,Cherokee Warrior,1,P,,L,L,1
P28A,Piper,Cherokee Warrior 2,1,P,,L,L,1
P28A,Piper,PA-28-140 Cherokee,1,P,,L,L,1
P28A,Piper,PA-28-140 Cherokee 140-4,1,P,,L,L,1
P28A,Piper,PA-28-140 Cherokee Cruiser,1,P,,L,L,1
P28A,Piper,PA-28-140 Cherokee Flite Liner,1,P,,L,L,1
P28A,Piper,PA-28-150 Cherokee,1,P,,L,L,1
P28A,Piper,PA-28-151 Cherokee Warrior,1,P,,L,L,1
P28A,Piper,PA-28-160 Cherokee,1,P,,L,L,1
P28A,Piper,PA-28-161 Cadet,1,P,,L,L,1
P28A,Piper,PA-28-161 Cherokee Warrior 2,1,P,,L,L,1
P28A,Piper,PA-28-161 Warrior 2,1,P,,L,L,1
P28A,Piper,PA-28-161 Warrior 3,1,P,,L,L,1
P28A,Piper,PA-28-180 Cherokee,1,P,,L,L,1
P28A,Piper,PA-28-180 Cherokee Archer,1,P,,L,L,1
P28A,Piper,PA-28-180 Cherokee Challenger,1,P,,L,L,1
P28A,Piper,PA-28-180TG Cherokee Chief,1,P,,L,L,1
P28A,Piper,PA-28-181 Archer 2,1,P,,L,L,1
P28A,Piper,PA-28-181 Archer 3,1,P,,L,L,1
P28A,Piper,PA-28-181 Archer DLX,1,P,,L,L,1
P28A,Piper,PA-28-181 Archer DX,1,P,,L,L,1
P28A,Piper,PA-28-181 Archer LX,1,P,,L,L,1
P28A,Piper,PA-28-181 Archer TX,1,P,,L,L,1
P28A,Piper,PA-28-181 Cherokee Archer 2,1,P,,L,L,1
P28A,Piper,PA-28-181 Pilot,1,P,,L,L,1
P28A,Piper,Pilot,1,P,,L,L,1
P28A,Piper,Warrior 2,1,P,,L,L,1
P28A,Piper,Warrior 3,1,P,,L,L,1
P28B,AICSA,Cherokee (PA-28-235),1,P,,L,L,1
P28B,AICSA,Cherokee Charger,1,P,,L,L,1
P28B,AICSA,Cherokee Pathfinder,1,P,,L,L,1
P28B,AICSA,Dakota,1,P,,L,L,1
P28B,AICSA,PA-28-201T Turbo Dakota,1,P,,L,L,1
P28B,AICSA,PA-28-235 Cherokee,1,P,,L,L,1
P28B,AICSA,PA-28-235 Cherokee Charger,1,P,,L,L,1
P28B,AICSA,PA-28-235 Cherokee Pathfinder,1,P,,L,L,1
P28B,AICSA,PA-28-236 Dakota,1,P,,L,L,1
P28B,AICSA,Turbo Dakota,1,P,,L,L,1
P28B,Chincul,Cherokee Charger,1,P,,L,L,1
P28B,Chincul,Cherokee Pathfinder,1,P,,L,L,1
P28B,Chincul,Dakota,1,P,,L,L,1
P28B,Chincul,PA-A-28-235 Cherokee Charger,1,P,,L,L,1
P28B,Chincul,PA-A-28-235 Cherokee Pathfinder,1,P,,L,L,1
P28B,Chincul,PA-A-28-236 Dakota,1,P,,L,L,1
P28B,Embraer,Carioca,1,P,,L,L,1
P28B,Embraer,EMB-710 Carioca,1,P,,L,L,1
P28B,Indaer Chile,Dakota,1,P,,L,L,1
P28B,Indaer Chile,PA-28-236 Dakota,1,P,,L,L,1
P28B,Neiva,Carioca,1,P,,L,L,1
P28B,Neiva,EMB-710 Carioca,1,P,,L,L,1
P28B,Piper,Cherokee (PA-28-235),1,P,,L,L,1
P28B,Piper,Cherokee Charger,1,P,,L,L,1
P28B,Piper,Cherokee Pathfinder,1,P,,L,L,1
P28B,Piper,Dakota,1,P,,L,L,1
P28B,Piper,PA-28-201T Turbo Dakota,1,P,,L,L,1
P28B,Piper,PA-28-235 Cherokee,1,P,,L,L,1
P28B,Piper,PA-28-235 Cherokee Charger,1,P,,L,L,1
P28B,Piper,PA-28-235 Cherokee Pathfinder,1,P,,L,L,1
P28B,Piper,PA-28-236 Dakota,1,P,,L,L,1
P28B,Piper,Turbo Dakota,1,P,,L,L,1
P28R,AICSA,Cherokee Arrow,1,P,,L,L,1
P28R,AICSA,Cherokee Arrow 2,1,P,,L,L,1
P28R,AICSA,PA-28R-180 Cherokee Arrow,1,P,,L,L,1
P28R,AICSA,PA-28R-200 Cherokee Arrow 2,1,P,,L,L,1
P28R,Chincul,Arrow 3,1,P,,L,L,1
P28R,Chincul,Cherokee Arrow 2,1,P,,L,L,1
P28R,Chincul,Cherokee Arrow 3,1,P,,L,L,1
P28R,Chincul,PA-A-28R-200 Cherokee Arrow 2,1,P,,L,L,1
P28R,Chincul,PA-A-28R-201 Arrow 3,1,P,,L,L,1
P28R,Chincul,PA-A-28R-201 Cherokee Arrow 3,1,P,,L,L,1
P28R,Embraer,Corisco,1,P,,L,L,1
P28R,Embraer,EMB-711B Corisco,1,P,,L,L,1
P28R,Embraer,EMB-711C Corisco,1,P,,L,L,1
P28R,Neiva,Corisco,1,P,,L,L,1
P28R,Neiva,EMB-711B Corisco,1,P,,L,L,1
P28R,Neiva,EMB-711C Corisco,1,P,,L,L,1
P28R,Piper,Arrow,1,P,,L,L,1
P28R,Piper,Arrow 3,1,P,,L,L,1
P28R,Piper,Cherokee Arrow,1,P,,L,L,1
P28R,Piper,Cherokee Arrow 2,1,P,,L,L,1
P28R,Piper,Cherokee Arrow 3,1,P,,L,L,1
P28R,Piper,PA-28R-180 Cherokee Arrow,1,P,,L,L,1
P28R,Piper,PA-28R-200 Cherokee Arrow,1,P,,L,L,1
P28R,Piper,PA-28R-200 Cherokee Arrow 2,1,P,,L,L,1
P28R,Piper,PA-28R-201 Arrow,1,P,,L,L,1
P28R,Piper,PA-28R-201 Arrow 3,1,P,,L,L,1
P28R,Piper,PA-28R-201 Cherokee Arrow 3,1,P,,L,L,1
P28S,AICSA,PA-28R-201T Turbo Arrow 3,1,P,,L,L,1
P28S,AICSA,PA-28R-201T Turbo Cherokee Arrow 3,1,P,,L,L,1
P28S,AICSA,Turbo Arrow 3,1,P,,L,L,1
P28S,AICSA,Turbo Cherokee Arrow 3,1,P,,L,L,1
P28S,Chincul,PA-A-28R-201T Turbo Arrow 3,1,P,,L,L,1
P28S,Chincul,PA-A-28R-201T Turbo Cherokee Arrow 3,1,P,,L,L,1
